duplicate,#,question,choices,answer,explanation,source
,16,"Refer to the exhibit. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_266.jpg""> All three of the condition for the Choice router are true. What log messages are written?","A. Route2 | B. Route 1 | C. Route1, Route2, Default | D. Route1, Route2",B,"The Choice router evaluates conditions top-to-bottom and routes to the FIRST matching route only. Even if multiple conditions are true, only the first matched route (Route 1) executes.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=4
,17,"Refer to the exhibits. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_13.jpg""> What payload and variable are logged at the end of the main flow? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_14.jpg"">","A. [[5, 10, 15, 20], 1] | B. [[5, 10, 15, 20], 5] | C. [[Req5, Req10, Req15, Req20], 5] | D. [Req5Req10,Req15Req20, 5]",B,"The For Each scope processes each element but does not modify the original payload. Variables set inside For Each are accessible after. Based on the exhibit, payload is the list and the counter variable ends at 5 (last element value).",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=4
,18,"An API implementation has been deployed to CloudHub and now needs to be governed. IT will not allocate additional vCore for a new Mule application to act as an API proxy.What is the next step to preserve the current vCore usage, but still allow the Mule application to be managed by API Manager?",A. Register the same API implementation in Runtime Manager to connect to API Manager | B. Modify the API implementation to use auto-discovery to register with API Manager | C. Upload the Mule application's JAR file to the API instance in API Manager | D. Deploy the same API implementation behind a VPC and configure the VPC to connect to API Manager,B,"Using Autodiscovery in the Mule application implementation directly registers it with API Manager, allowing policy governance without deploying an additional proxy application and consuming extra vCores.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=4
,19,How we can scale deployed Mule application vertically on cloudhub?,A. Changing worker size | B. Adding multiple workers | C. Mule applications can be scaled only horizontally | D. Option 1 and 2 both can be used,A,"In CloudHub, vertical scaling is done by increasing the worker size (e.g., from 0.1 vCore to 1 vCore), which gives more CPU and memory to the same application.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=4
,20,"A shopping API contains a method to look up store details by department To get information for a particular store, web clients will submit requests with a query parameter named department and a URI parameter named storeId.What is a valid RAML snippet that supports requests from web clients to get data for a specific storeId and department name?",A.  | B.  | C.  | D. ,C,A valid RAML snippet for a storeId URI parameter with a department query parameter would be: /{storeId}: get: queryParameters: department:,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=4
,21,"Refer to the exhibits. A database Address table contains a ZIPCODE column and an increasing ID column. The Address table currently contains tour (4) records. The On Table Row Database listener is configured with its watermark set to the Address table's ZIPCODE column and then the Mule application is run in Anypoint Studio tor the first time, and the On Table Row Database listener polls the Address table. Anew row is added to the database with 1D=5 and ZIPCODE-90006, and then the On Table Row Database listener polls the database again. Alter the next execution of the On Table Row Database listener polling, what database rows have been processed by the Mule flow since the Mule application was started? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_158.jpg"">",A. ID ZIPCODE 1 90001 2 90005 3 90009 4 90001 5 90006 | B. ID ZIPCODE 1 90001 2 90005 3 90009 5 90006 | C. ID ZIPCODE 1 90001 2 90005 3 90009 4 90001 | D. ID ZIPCODE 1 90001 2 90005 3 90009,C,"The On Table Row listener uses watermark to track the last processed value. With watermark on ZIPCODE, rows with ZIPCODE > last watermark are retrieved. Row 4 (ZIPCODE=90001) is less than row 3 (ZIPCODE=90009), so rows 1,2,3 are processed first, then row 5. Row 4 is skipped because its ZIPCODE is lower.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=5
,22,"Refer to the exhibit. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_545.jpg""> What is the correct syntax to add an employee ID as a URI parameter in an HTTP Listener path?",A. (employeelD) | B. ${emp!oyeelD} | C. {employeelD} | D. # [employeelD],C,"URI parameters in an HTTP Listener path are defined using curly braces syntax: {paramName}. For example, /employee/{employeeID}.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=5
,23,How would you debug Mule applications?,A. By Deploying apps on production | B. Checking RAML specifications | C. Using debugger component | D. Use third party debugger application,C,"Anypoint Studio provides a built-in debugger component/perspective that allows you to set breakpoints, inspect Mule events, and step through flows without deploying to production.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=5
,24,How are query parameters dynamically passed to an outbound REST request using an HTTP Request operation?,A. As query parameters in the HTTP Request operation | B. As URI parameters in the HTTP Request operation | C. In the Mule event's payload | D. As flow variables,A,"Query parameters for outbound HTTP requests are configured directly in the HTTP Request operation's Query Parameters section, where you specify name-value pairs.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=5
,25,"A company has an API to manage departments, with each department identified by a unique deptld. The API was built with RAML according to MuleSoft best practices.What is valid RAML to specify a method to update the details for a specific department?",A.  | B.  | C.  | D. ,D,"According to RAML best practices, updating a specific resource uses PUT/PATCH on the URI parameter path: /departments/{deptId} with a put: or patch: method.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=5
,26,"Refer to the exhibit. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_42.jpg""> What is the correct way to create a user?","A. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_46.jpg""> | B. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_44.jpg""> | C. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_43.jpg""> | D. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_47.jpg"">",B,"To create a user via REST API following best practices, you POST to the collection resource endpoint (e.g., /users) with the user data in the request body.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=6
,27,"Refer to the exhibit. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_566.jpg""> What data is expected by the POST /accounts endpoint?","A. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_570.jpg""> | B. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_567.jpg""> | C. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_568.jpg""> | D. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_571.jpg"">",D,"The POST /accounts endpoint expects the data structure defined in the RAML specification's body definition, which is visible in the exhibit as option D.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=6
,28,Refer to the exhibits. What payload is returned from a request to http://localhost:8081/?,A. 1 | B. 2 | C. 3 | D. 4,C,"The HTTP Listener path / matches requests to the root URL. Based on the flow configuration in the exhibit, the Set Payload returns value 3 for requests to /.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=6
,29,"Refer to the exhibit. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_280.jpg""> How many private flows does APIKIT generate from the RAML specification?",A. 3 | B. 2 | C. 1 | D. 4,D,"APIKit generates one private flow per resource+method combination in the RAML spec. The exhibit shows 4 endpoints (methods), so 4 private flows are generated.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=6
,30,A web client submits a request to http://localhost:8081?firstName=john. What is the correct DataWeave expression to access the firstName parameter?,A. #[message.queryParams.firstName] | B. #[message.inboundProperties.'http.query.params'.firstName] | C. #[attributes.'http.query.params'.firstName] | D. #[attributes.queryParams.firstName],D,"In Mule 4, query parameters are accessed via attributes.queryParams.paramName. The correct DataWeave expression is #[attributes.queryParams.firstName].",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=6
,31,What asset cannot be created using Design Center?,A. Mule Applications | B. API fragments | C. API specifications | D. API portals,D,"Design Center supports creating Mule Applications (Flow Designer) and API specifications/fragments. API portals are managed in Anypoint Exchange, not Design Center.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=7
,32,A web client sends a request to http://localhost:8081?dept=sales. What is the correct DataWeave expression to access the value of dept?,A. vars.dept | B. attributes.queryParams.dept | C. attributes.dept | D. message.queryParams.dept,B,"In Mule 4, query parameters are accessed through attributes.queryParams: #[attributes.queryParams.dept]. The attributes object contains all HTTP request metadata.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=7
,33,"A shopping API contains a method to look up store details by department.To get the information for a particular store, web clients will submit requests with a query parameter named department and uri parameter named storeId What is valid RAML snippet that supports requests from a web client to get a data for a specific storeId and department name?",A. 1./department:2. get:3. uriParameter:4. storeId: | B. 1.get:2.uriParameter:3.{storeId}:4.queryParameter:5.department: | C. 1.get:2. queryParameter:3. department:4. uriParameter:5. {storeId}: | D. 1./{storeId}:2. get:3. queryParameter:4. department:,D,"The correct RAML structure places the URI parameter in the resource path (/{storeId}:), followed by the HTTP method (get:), then queryParameters: with department: as a child.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=7
,34,"Refer to the exhibit. The main flow contains an HTTP Request in the middle of the flow. The HTTP Listeners and HTTP request use default configurations. What values are accessible to the Logger at the end of the flow after a web client submit request to http://local:801/order?color=red? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_103.jpg"">",A. payload | B. payload quantity var | C. payload color query param | D. payload quantity var color query param,B,"After an HTTP Request operation, the original inbound attributes (like query params) are replaced by the HTTP response attributes. Variables set before the HTTP Request persist. So payload and the quantity variable are accessible, but not the original color query param.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=7
,35,A Mule project contains a MySQL Database dependency. The project is exported from Anypoint Studio so it can be deployed to CloudHub.What export options create the smallest deployable archive that will successfully deploy to CloudHub?,A.  | B.  | C.  | D. ,B,"When deploying to CloudHub, selecting 'Include project module and dependencies' packages all required dependencies into the JAR. 'Attach project sources' adds source code which is not needed for runtime, making the archive larger.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=7
,36,"Refer to the exhibit. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_560.jpg""> This RAML specification includes a resource and method to retrieve accounts by account_type and industry. What is the correct URI to get all retail finance accounts?",A. /accounts/retail/finance | B. /accounts?account_type=retail&industry=finance | C. /accounts/account_type=retail/industry=finance | D. /accounts?account_type:retail&industry:finance,B,RAML query parameters are passed as URL query string parameters (?key=value). The correct URI format uses & to separate multiple query parameters: /accounts?account_type=retail&industry=finance.,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,37,What valid RAML retrieves details on a specific by its orderld as a URL parameter?,A.  | B.  | C.  | D. ,B,The correct RAML to define a URI parameter for orderID uses curly braces in the path: /orders/{orderId}: with get: method below it.,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,38,"Refer to the exhibit. The input array of strings is passed to the batch job, which does NOT do any filtering or aggregating. What payload is logged by the Logger component? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_161.jpg"">","A. [ ""Apptel2"", ""Bananal2"" ] | B. Summary report of processed records | C. [ ""Apptel"", ""Bananal"", 2 ] | D. [ ""Apple"", ""Banana"" ]",B,"The Logger after a Batch Job scope logs the BatchJobResult object (summary report), not the processed records themselves. The payload after the batch job is a summary of processing statistics.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,39,"Refer to the exhibit. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_84.jpg""> The Database Select operation returns five rows from a database. What is logged by the Logger component?","A. ""Object"" | B. ""Array"" | C. ""LinkedHashMap"" | D. ""CaselnsensitrveHashMap""",B,A Database SELECT operation returns an Array of objects (one object per row). The Logger logs the type 'Array' when the payload is an array.,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,40,"Refer to the exhibit. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_186.jpg""> The API needs to be updated using the company-wide standard for the Plan data type. The Object data type has already been published in Anypoint Exchange with the global reference . ACME/DataTypes/PlanDataType.raml. What is a valid RAML specification that reuses the Plan data type?","A. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_188.jpg""> | B. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_189.jpg""> | C. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_190.jpg""> | D. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_192.jpg"">",D,RAML allows reusing data types from Exchange using !include with the exchange reference path. The correct syntax references the published fragment using !include ACME/DataTypes/PlanDataType.raml.,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=8
,41,What payload is returned by a Database SELECT operation that does not match any rows in the database?,A. false | B. null | C. Exception | D. Empty Array,D,"When a Database SELECT operation finds no matching rows, it returns an empty array [], not null or an exception. This allows safe iteration without null checks.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,42,How to import Core (dw::Core) module into your DataWeave scripts?,A. #include dw::core | B. Not needed | C. import core | D. import dw::core,B,The dw::Core module is automatically imported in every DataWeave script—it's the default module and does not need to be explicitly imported.,https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,43,"Refer to the exhibits The Mule application does NOT define any global error handlers. A web client sends a POST request to the Multi application with this input payload The File Write operation throws a FILECONNECTIVITY error What response message is returned to the web client? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_194.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_195.jpg"">","A. ""OTHER ERROR"" | B. ""ORDER NOT_CREATED"" | C. ""FILECONNECTIVITY"" | D. ""File written""",B,"The error handler in the main flow catches errors by type. A FILE:CONNECTIVITY error falls under CONNECTIVITY type, which is caught by the handler producing 'ORDER NOT_CREATED'. Without seeing the full exhibit, B is indicated.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,44,What MuleSoft API-led connectivity layer is intended to expose part of a backend database without business logic?,A. Data layer | B. Process layer | C. Experience layer | D. System layer,D,"In API-led connectivity, the System layer (also called System APIs) exposes backend systems (databases, legacy systems) without business logic, enabling reuse.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,45,"Refer to the exhibits. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_363.jpg""> The input array of strings is processed by the batch job that processes, fitters, and aggregates the values. What is the last message logged by the Logger component after the batch job completes processing?","A. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_368.jpg""> | B. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_366.jpg""> | C. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_367.jpg""> | D. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_365.jpg"">",A,"Based on the batch job exhibit with filtering and aggregation of string arrays, the last Logger after the batch job completion outputs the aggregated result shown in option A.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=9
,46,"Refer to the exhibits. The main flow contains an HTTP Request in the middle of the flow. The HTTP Listeners and HTTP Request use default configurations. A web client submits a request to the main flow's HTTP Listener that includes query parameters for the pedigree of the piano. What values are accessible to the Logger component at the end of the main flow? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_430.jpg"">",A. payload | B. payload pedigree query params | C. payload producer var | D. payload pedigree query params producer var,C,"After an HTTP Request in the middle of a flow, the attributes are replaced with the HTTP response attributes (not the original query params). Variables set before the HTTP Request persist. So payload and the producer variable are accessible.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=10
,47,"A Mule application contains an ActiveMQ JMS dependency. The Mule application was developed in Anypoint Studio and runs successfully in Anypoint Studio. The Mule application must now be exported from Anypoint Studio and shared with another developer. What export options create the smallest JAR file that can be imported into the other developer's Anypoint Studio and run successfully? <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_168.jpg"">",A. Option B | B. Option A | C. Option C | D. Option D,D,"When sharing a project with another developer to run in Anypoint Studio, you need source files and project-level dependencies. Option D (Attach project sources without including all dependencies) allows the receiving developer's Studio to download dependencies via Maven/pom.xml.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=10
,48,"Refer to the exhibits. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_461.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_462.jpg""> The Batch job processes an array of strings. What information is logged by the logger component after the batch job scope completes processing of the input payload?","A. Total Records Processed: 3 Successful Records: 3 Failed Records: 0 payload: [""A"",""B"",""C""] | B. [""A"",""B"",""C""] | C. Total Records Processed: 3 Successful Records: 3 Failed Records: 0 payload: [""a"", ""b"", ""c""] | D. Total Records Processed: 3 Successful Records: 3 Failed Records: 0",D,"After a Batch Job scope completes, the Logger logs a BatchJobResult summary (total, successful, failed records). The payload inside the summary doesn't include the processed string values.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=10
,49,Which keyword do you use to create a new function in DataWeave?,A. function | B. fun | C. func | D. map,B,DataWeave functions are defined using the 'fun' keyword. Example: fun myFunction(param) = param ++ 'suffix',https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=10
,50,"Refer to the exhibit. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_62.jpg""> What expression correctly specifies input parameters to pass the city and state values to the SQL query?","A. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_63.jpg""> | B. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_64.jpg""> | C. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_65.jpg""> | D. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_67.jpg"">",A,"Input parameters for SQL queries in the Database connector use the syntax shown in option A, passing named parameters that correspond to :paramName placeholders in the SQL query.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=10
,51,What is the minimum Cloudhub worker size that can be specified while deploying mule application?,A. 0.2 vCores | B. 0.5 vCores | C. 1.0 vCores | D. 0.1 vCores,D,"The minimum CloudHub worker size is 0.1 vCores, which is the smallest option available for deploying Mule applications.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=11
,52,"Refer to the exhibits. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_107.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_108.jpg""> <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_110.jpg""> A Mule application is being developed to process web client POST requests with payloads containing order information including the user name and purchased items The Shipping connector returns a shipping address for the input payloads user name The Shipping connector's Shipping Address operation is configured with a target named shippingAddress. The Set Payload transformer needs to set an item key equal to the items value from the original received payload and a shippinglnfo key equal to the the ShippingAddress operation's response What is a straightforward way to property configure the Set Payload transformer with the required data?","A. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_112.jpg""> | B. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_115.jpg""> | C. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_111.jpg""> | D. <img src=""https://www.freecram.com/uploads/imgs/MCD-Level-1 V15.95/img_113.jpg"">",A,"When the Shipping connector uses a target variable 'shippingAddress', the original payload remains unchanged. The Set Payload can reference the original payload fields and the target variable via vars.shippingAddress.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=11
,53,"An API was designed in API Designer, published to Anypoint Exchange, then imported into API Manager.A Mule application implements this API and is deployed to CloudHub. API Manager manages this deployed API implementation.What is the easiest and most idiomatic (used for its intended purpose) way to enforce a Client ID Enforcement policy on this Mule application?","A. In Anypoint Studio, code a custom policy for Client ID Enforcement and then add the custom policy to Runtime Manager for the Mule application deployment | B. In API Manager, apply a Client ID Enforcement policy for the API instance | C. In API Designer, add Client ID Enforcement policy requirements to the API specification | D. In Anypoint Design Center, code a custom policy for Client ID Enforcement and then publish the custom policy to the API portal in Anypoint Exchange",B,"The easiest and most idiomatic way to enforce policies is through API Manager, where you apply policies (like Client ID Enforcement) to an API instance with a few clicks, without custom coding.",https://www.freecram.com/MuleSoft-certification/MCD-Level-1-exam-questions.html?p=11
