duplicate,#,question,choices,answer,explanation,source
,11,"Universal Containers uses a hybrid sharing model where Accounts and Contacts are Read Only and Opportunities and Cases are Private.
Account Executives (A) own all the Accounts. Some Contacts are owned by AEs, and other Contacts are owned by support reps.
How should the System Administrator ensure the AEs can edit all the Contacts associated with their Accounts, no matter who owns the Contact?",A. Create a read/write Sharing Rule to share all related Contacts with the Account owner. | B. Use the Mass Transfer Tool to transfer ownership of all Contacts to the AEs. | C. Select the edit all associated contacts option for the AE Role in the Role Hierarchy. | D. Account owner privileges give the AE edit access to all related records by default.,C,,
,12,"Which two changes are tracked in the Setup Audit Trail?
Choose 2 answers",A. creating a List View | B. resetting a User's password | C. using the Data Import Wizard | D. using the Data Loader,"B,C",,
,13,"At Universal Containers, a user's department determines which fields the user can see and edit on opportunities. For example, users on the sales team can edit all fields on the opportunity, while users on the support team have read-only access to these fields.

In which location is field-level security controlled for users on these teams?",A Profile | B Role | C Sharing rules | D Public groups,A,,
,14,"When a Salesforce user is deactivated, what happens to all of the records the user owns in Salesforce?",A They are assigned to the deactivated user until reassigned. | B They are automatically assigned to another user. | C They are automatically assigned to the administrator. | D They are automatically deleted.,A,"Deactivated users lose access to any records that were manually shared directly with them, or implicitly shared with them as team members. Users higher in the role hierarchy relative to the deactivated users also lose access to those records. However, you can still transfer their data to other users and view their names on the Users page.",
,15,"At Ursa Major Solar, an administrator has set up a new user. The user needs to activate the account before the email link expires by default.

How long does the user have before the link expires?",A 10 days | B 6 days | C 7 days | D 14 days,C,,
,16,"Which two actions allow the System Administrator to limit Chatter access during roll-out to a subset of Salesforce users?
Choose 2 answers","A. Add the subset of users to the company-wide Chatter group. | B. Edit a Profile to ""Enable Chatter"" for the subset of users. | C. Create an email invitation for the subset of users. | D. Create a Permission Set with the ""Enable Chatter"" permission for the subset of users.","B,D",,
,17,"Ursa Major Solar recently purchased 15 new Salesforce licenses.
How many users can an administrator create at the same time on the add multiple users page?",A. A maximum of 5 users. | B. An unlimited number of users. | C. A maximum of 15 users. | D. A maximum of 10 users.,D,,
,18,Where does an administrator control field-level security for users?,A Sharing rule | B Role | C User | D Profile,D,Profiles allow admins to grant field-level access and access in the profile bypasses rules and org-wide defaults set by sharing rules.,
,19,"Which two levels of access should be set when sharing a document folder with users?

Choose 2 options.",A Read/Write/Create/Delete | B Read-only | C Read/Write/Create | D Read/Write,"B,D","(This is a terribly-written question, because there are situations when users might need to be given any of these four levels.)",
,20,"What are two reasons a user cannot be deactivated?

Choose 2 options.",A The user account is frozen. | B The user is the Owner of open Opportunities. | C The user is a Customer Community Administrator. | D The user is the recipient of Workflow Email Alerts.,"C,D","Open opportunities can have their ownership transferred, but C and D are situations that prevent a user from being deactivated.",
,21,"Ursa Major Solar utilizes accounts in its sales process; however, not all users have access to them. New users require read access to
accounts. Additionally, four new users require edit access.
What should an administrator do to configure access for the new users?",A. Configure a profile to grant account view access and a permission set to grant account edit access to specific users. | B. Configure a sharing rule for account view access and another sharing rule for edit access to specific users. | C. Configure a permission set to grant account edit access to specific users and modify the standard user profile. | D. Configure a profile to grant account edit access and a permission set to restrict read access to specific users.,A,,
,22,"Universal Containers created a new custom object to track Inventory items. The Support Team cannot see the Inventory object's tab.
Which two settings should the System Administrator check to find the cause of the problem?
Choose 2 answers",A. Support Team Permission Sets | B. Inventory object Sharing Settings | C. Support Team Profiles | D. Inventory object Page Layouts,"A,C",,
,23,"At Ursa Major Solar, Salesforce users have a session timeout of 12 hours. Management wants the session timeout to be increased to 24
hours. Management also wants inactive users to be logged out at that time.
What should the administrator do to fulfill this request?","A. In session settings, select 24 hours, and check the box for force logout on session timeout. | B. In user profiles, type in 24 hours in the timeout section, and uncheck the box for force logout on session timeout. | C. In user profiles, enter 24 hours in the timeout section, and check the box for Force logout on session timeout. | D. In session settings, select 24 hours, and uncheck the box for force logout on session timeout.",A,,
,24,"A user at Ursa Major Solar attempts to log in to Salesforce from an IP address that is outside the login IP range on the user's profile but
within the organization-wide trusted IP range.
What occurs as a result of this scenario?",A. The user will be unable to log in at all. | B. The user will be able to log in after the computer is activated. | C. The user will be able to log in without activating the computer. | D. The user will be able to log in after answering one security question.,A,,
,25,"Universal Containers has three Account record types: Prospect, Customer, and Vendor. The Customer record type is only for Accounts that
have a Closed Won Opportunity.
How should a System Administrator prevent users from selecting the Customer Record Type when they create new Account records?",A. Create an Account Validation Rule that prevents new Accounts with the Customer Record Type from being saved. | B. Create a Workflow Rule or Process to change the Record Type from Customer to Prospect. | C. Remove the Customer Record Type as an Assigned Record Type in the users' Profiles and Permission Sets. | D. Create an Account Auto-Assignment Rule to assign the Prospect Record Type to all new Accounts.,C,,
,26,"Universal Containers wants to track Invoice Payments on an Opportunity Related List. Only the Finance Team should see this Related List;
however, all Users should be able to view Invoice Payment reports.
How should the System Administrator implement this requirement?",A. Only grant Finance access to the Invoice Payment object. | B. Create a new Page Layout and Profile for the Finance Team. | C. Set the Invoice Payment Org-Wide Sharing Settings to Private. | D Build an Invoice Payment report with a Running User of Finance.,B,,
,27,"A System Administrator cannot share a report folder.

What is a possible reason?",A The reports in the folder are already shared with other users. | B The folder is private. | C The reports in the folder only reference custom objects. | D Folder Sharing is not enabled for the Org.,B,"If a folder is private, even a System Administrator can't share it.",
,28,What is a benefit of entering Trusted IP Ranges in the Network Access section?,A Users are unable to log in through the API on networks not marked as trusted. | B Users that log in within the network will not be required to verify their identity. | C AppExchange packages can communicate with an external site. | D All attempts to log in from outside the network will be denied.,B,Anyone inside the Trusted IP Range doesn't have to use multifactor verification.,
,29,"Ursa Major Solar has a social marketing team set up as a public group. A sales representative would like to engage the social marketing team on one opportunity.

What should the sales representative do to ensure the social marketing team can access the opportunity?",A Add the public group to the opportunity team. | B Change the opportunity owner to the public group. | C Manually share the record with the public group. | D Add the public group to an opportunity queue.,C,"Opportunity teams can contain individuals, not groups.",
,30,"The Password Policy shows that the length of time until passwords expire is 90 days. However, some users find that their passwords expire every 30 days.

Where should the System Administrator change the password expiration period for these users?",A Profiles assigned to the Users | B Roles assigned to the Users | C Individual User records | D Permission Sets assigned to the Users,A,Changes to org-wide password policies don’t apply to users of a profile that has its own password policies.,
,31,"Ursa Major Solar's administrator needs to create a custom field to track a specific Tier 2 support user on a case record.
What is the appropriate data type to utilize when creating this custom field?",A. Hierarchical relationship | B. Lookup relationship | C. Formula | D. Lookup filter,B,,
,32,"An administrator at Ursa Major Solar is setting up case feed.
What should the administrator consider?","A. By default, the case feed replaces the standard case detail page. | B. The Use Case Feed permission is automatically active for all profiles. | C. The Service Cloud user feature license is required for case feed. | D. Chatter feed tracking must be enabled for the case object.",D,,
,33,"The customer support team wants to use a different Page Layout when closing a Case.
Which method should the System Administrator use to fulfill this request?",A. Case Close Page Layout | B. Field-Level Security | C. Record Type and Page Layout | D. Support Process,A,,
,34,"Universal Containers has an inside sales team that only sells warranty renewals and an outside sales team that only sells products. Each type
of sale captures different information and has a different sales cycle.
How should the System Administrator configure Salesforce to meet these requirements?","A. Create a custom Object for warranty renewals with the appropriate Sales Process. | B. Create a Page Layout, Sales Process, and Record Type for each type of sale. | C. Create a custom picklist field on the Opportunity to specify if it is a product or warranty sale. | D. Create a Validation Rule that displays the correct Page Layout and Sales Process based on Role.",B,,
,35,What is a benefit of using a Lookup Filter instead of a Validation Rule?,A. faster page refresh on the Salesforce Mobile App | B. improves user efficiency when selecting a related record | C. better error messages when an incorrect record is selected | D. adds the ability to edit multiple records from list views,B,,
,36,"Universal Containers needs a field that reflects Account size based on number of employees.
Which formula function should the System Administrator use to evaluate different results based on a specific condition with multiple outcomes?",A. AND | B. ISPICKVAL | C. IF | D. TEXT,C,,
,37,"Universal Containers has a complex sales process with multiple record types, each shared with all Profiles. Some users complain about the
Record Type selection screen when creating new Opportunities.
Which two actions should the System Administrator take to allow these users to bypass choosing a Record Type?
Choose 2 answers",A. Instruct users to update the Default Record Type in My Settings. | B. Remove Record Types from the users' Sales Process. | C. Remove Record Types from the users' Profiles. | D. Remove the Record Type field from the users' Page Layout.,"A,C",,
,38,How can a System Administrator discover who added a field to the account page layout?,A Create a poll in the Admin Chatter group. | B Download the Setup Audit Trail. | C Run an Account History report. | D Review the Account Last Modified By field.,B,,
,39,"An administrator at Ursa Major Solar wants to allow a sales user to relate an opportunity to a campaign.
What are two ways to accomplish this goal?
Choose 2 answers",A. Utilize the campaign influence related list on the opportunity. | B. Use the campaign hierarchy related list on the opportunity. | C. Choose the primary campaign source for the opportunity. | D. Select the campaign record type when creating the opportunity.,"A,C",,
,40,"Ursa Major Solar has the following process regarding its opportunities:
• There are three different lines of business (Widget A, Widget B, Widget C) that each contain fields specific to that line of business's industry and customers.
• For each line of business, there is a specific set of fields that Sales users should see and a different set of fields that Marketing users should see.
An Administrator needs to configure Page Layouts and Record Types for the Opportunity object so that each team sees what it needs to see, without cluttered layouts containing unnecessary fields.
What should the Administrator do to accomplish this goal?","A. Create six Record Types (Marketing Widget A, Marketing Widget B, Marketing Widget C, Sales Widget A, Sales Widget B, and | Sales Widget C) with six total Page Layouts, one for each Record Type. | B. Create six Record Types (Sales Widget A, Sales Widget B, Sales Widget C, Marketing Widget A, Marketing Widget B, and | Marketing Widget C) with one Page Layout. | C. Create one Record Type with six Page Layouts (Marketing Widget A, Marketing Widget B, Marketing Widget C, Sales Widget A, | Sales Widget B, and Sales Widget C). | D. Create three Record Types (Widget A, Widget B, Widget C) with six Page Layouts (Sales Widget A, Sales Widget B, Sales Widget C, Marketing Widget A, Marketing Widget B, and Marketing Widget C).",D,"Record types let you offer different business processes, picklist values, and page layouts to different users. Three record types to track the different widget types. Six page layouts to provide the proper fields for each group.",
,41,"Which two standard objects are related to Account records?
Choose 2 answers",A. Cases | B. Opportunities | C. Leads | D. Campaigns,"A,B",,
,42,"Universal Containers has a sales team focused on renewals. They will use many of the same Opportunity fields as other teams, but need different Stage values.

What should the System Administrator update to support this requirement?",A Stage field picklist options in Record Types | B Page Layouts to include the correct field | C Stage Selected Values in the Sales Processes | D Field-Level Security in the User Profile,C,,
,43,"Universal Containers has a renewals sales team that will use the Opportunity object. They want to use many of the same picklist fields that are already defined, but will need unique picklist values.

What feature allows a System Administrator to maintain the same field for two different teams?",A Permission Sets | B Page Layouts | C Sales Processes | D Record Types,D,"It is on the Record Type that you can edit picklists. Page Layouts let you choose which fields are visible, where they are, and whether they're read-only or required.",
,44,"A company needs its customer service agents to collect and display different information on case records based on whether customers are calling in with a question, product suggestion, or complaint.

Which three features should the administrator use to meet this goal?

Choose 3 options.",A Record types | B Field level security | C Permission sets | D Page layouts | E Support processes,"A,D,E",,
,45,"Universal Containers wants to create a field to store credit card numbers and needs to make sure the information is protected.

Which two actions allow the System Administrator to provide enhanced security for this field?

Choose 2 options.",A Configure different Page Layouts for users. | B Use different Record Types for users. | C Create an Encrypted Text field. | D Update Field-Level Security settings.,"C,D",,
,46,"A Delegated Administrator at Universal Containers cannot edit the Created Date field for the Account record.

What reason should the System Administrator give for why this is occurring?",A This field is defined as Read-Only on the Page Layout. | B This field is Read-Only in Field-Level Security settings. | C This user does not have Edit permissions on the Account object. | D This is a System Audit field and it is Read-Only for existing records.,D,"Created date is when the record was created. Created Date fields have defaulted on create and cannot be changed, even by an administrator.",
,47,Which type of field do administrators use when creating a junction object?,A Text area | B Look-up | C Formula | D Master-detail,D,"A junction object is a custom object that creates a many-to-many relationship between it and another object. For example, customers have many products, and products have many customers. You create this with two master-detail fields.",
,48,"Ursa Major Solar has the following environment and requirements:

A new custom object named Regulations__c is a child of the account object.
All users need the ability to view Regulations__c when viewing accounts with the sales account page layout.
How should an administrator provide access to Regulations__c on the sales account page layout?",A By adding a new action for Regulations__c to the sales account page layout | B By adding a new custom link for Regulations__c to the sales account page layout | C By adding a new related list for Regulations__c to the sales account page layout | D By adding a new section for Regulations__c to the sales account page layout,C,,
,49,"The support group at Ursa Major Solar has the following requirements:

Agents need to capture different information for product support and inquiry cases.
The lifecycle for inquiry cases should have fewer steps than the lifecycle for product support cases.
Which three features should an administrator use to meet these requirements?
Choose 3 options",A Field-level security | B Page layouts | C Support processes | D Permission sets | E Record types,"B,C,E",,
,50,"Universal Containers has a renewals sales team that will use the Opportunity object. They want to use many of the same picklist fields that are already defined, but will need unique picklist values.

What feature allows a System Administrator to maintain the same field for two different teams?",A Record Types | B Sales Processes | C Permission Sets | D Page Layouts,A,"Record Types are where you can set picklist values. The Sales Process sets opportunity stages, Permission Sets extend data access, and Page Layouts arrange fields on the page.",
,51,How can multiple Campaign records be associated with a single Opportunity?,A. Primary Campaign Source | B. Campaign Influence | C. Campaign Hierarchy | D. Campaign Members,B,,
,52,"Which three objects have a relationship with a Campaign?
Choose 3 answers",A. Contact Role | B. Opportunity | C. Lead | D. Contact | E. Account Product,"B,C,D",,
,53,"How should the System Administrator implement biweekly notifications for Sales Reps that include Opportunities that need attention based on the Opportunity Owner's last login, past due Opportunities, and all Opportunities that have not been updated in the last 30 days?",A Create a Chatter Group. | B Create Opportunity Update Reminders. | C Create Scheduled Dashboards. | D Create Scheduled Reports.,B,"Opportunity update reminders allow managers to automatically send and schedule emails that include a report of the team's open opportunities to direct reports. You can select the fields you want to include in the reminders such as last login date, or # not updated in the last 30 days.

Scheduled reports and scheduled dashboards would not be able to be schedule based on the user's last login.",
,54,"Which two objects can be related to Campaign Members?
Choose 2 answers",A. Contact Roles | B. Partners | C. Contacts | D. Leads,"C,D",,
,55,"An Administrator at Ursa Major Solar is converting a lead and needs to capture custom lead data on the converted contact.

What should the administrator do to accomplish this goal?",A Map custom lead fields to standard contact fields. | B Map custom lead fields to custom contact fields. | C Utilize the data loader to move the custom lead data. | D Utilize the lead conversion wizard to select the fields.,B,"Standard fields map automatically from leads to contacts, so custom fields have to be mapped to other custom fields.",
,56,"Universal Containers offers a variety of products that are comparable to products from other companies. Sales representatives request a
method to track product strengths and weaknesses compared to those offered by other vendors.
What should the System Administrator implement?",A. Big Deal Alerts on high-value Opportunities | B. Competitors on the Opportunity Page Layout | C. Strength and Weakness fields on Company Information | D. Products and Pricebooks on Opportunity Line Items,B,,
,57,"Which two actions should an administrator perform to provide a sales team with an easy solution for gathering customer requirements and sharing presentations with their customers?

Choose 2 options.",A Add customers to libraries. | B Ensure opportunity teams are created for customers. | C Use Salesforce Files to post presentations in Chatter. | D Add customers to private Chatter groups.,"C,D",Salesforce Files is the product that lets you post files to a customer Chatter group.,
,58,"Custom fields in the Lead object can be mapped to which two types of fields?
Choose 2 answers",A. Custom Account | B. Custom Opportunity | C. Standard Contact | D. Custom Activity,"A,B",,
,59,"Universal Containers created a new product line with a special sales team to sell the products. The sales process for the new line is more
complex than the current sales process. The System Administrator added new picklist values to the Stage field for use by the new sales team.
How should the System Administrator configure Salesforce to ensure only the appropriate stages are visible based on the product line?",A. Create a sales process and Opportunity record type for each product line. | B. Create a validation rule to display the appropriate Stages based on product line. | C. Create a validation rule to display the appropriate Stages based on the User's role. | D. Create new Forecast categories and assign the new Stage picklist values to those categories.,A,,
,60,How should a sales rep create an all-day event in Salesforce?,A. Check the all-day event checkbox on the event. | B. Ask the System Administrator to check all-day events in the Activity settings. | C. Use a task for an all-day event because then no time fields are needed. | D. Ensure the event is scheduled for times within the Start and End of Day hours.,A,,
,61,"The Sales Operations team notices an increase in Opportunities without Products.
Which configuration change should the System Administrator make to help Sales Reps remember to add Products to every Opportunity?",A. Create a related list to enable the user to view the related products. | B. Create a Workflow Rule on the Opportunity object to add a default Product to Opportunities with no Products. | C. Enable the Opportunity setting to prompt users to add products to opportunities. | D. Set the Org-Wide Defaults for Price Books to Use and Products to Read Only.,C,,
,62,"Ursa Major Solar customers are starting to request custom-sized solar panels, which are currently unavailable in the standard inventory.
Management has decided to add custom sizing as an add-on item in Salesforce.
The administrator needs to allow sales users to add custom sizing to the total opportunity sale.
What should the administrator do to achieve this goal?",A. Make a new custom object related to opportunities for custom sizing. | B. Add custom sizing as a new product in a pricebook. | C. Add custom sizing as a new product in an order. | D. Add a new field on the opportunity labeled custom sizing.,B,,
,63,"Sales representatives at Ursa Major Solar are working on opportunities and need to see how their colleagues have effectively managed other opportunities with comparable products, competing against the same competitors.

Which two features should an administrator use to allow for this?

Choose 2 options.",A Opportunity update reminders | B Big deal alerts | C Opportunity Dashboard | D Chatter groups,"C,D",Opportunity Dashboard is a feature that gives you analytics on an oppty.,
,64,"Ursa Major Solar is using products and price books.

Which two items should an administrator take into considerations about these features?

Choose 2 options.","A A product can have a different list price in different price books. | B The standard and list price for a product can be listed in more than one currency. | C Products without a price are automatically added to the standard price book. | D If price books contain assets, they can NOT contain products.","A,B","Price books are for tracking multiple prices, and if you activate multiple currencies, you'll see prices in all of the currencies.",
,65,"Universal Containers wants the sales team to access information about Closed Won Opportunities with a common competitor for all pending big deals.

Which features should the System Administrator implement?",A Competitors and Similar Opportunities | B Sales Teams and Closed Won Opportunities | C Commonalities and Won Information | D Big Deal Alerts and Sales Teams,A,"In Classic, ""Similar Opportunities"" is a feature you can enable.",
,66,"The marketing team is asked to provide branding and messaging for email templates to be used throughout the customer support process.
In which two locations can the System Administrator implement customer-facing email templates with respect to Cases?
Choose 2 answers",A. Case Escalation Notifications | B. Case Auto-response Rules | C. Owner Assignment Notifications | D. Support Rep's Send Email options,"B,D",,
,67,"Universal Containers wants to allow potential customers to submit Cases for technical inquiries. They do not have resources to set up a call center and need to make support available through another means.

Which two options should they consider?

Choose 2 options.",A Adding a link to a specified routing address for Email-to-Case | B Implement a Lightning Partner Community with Knowledge | C Adding a link for Auto-Response Rules for Solutions | D Generate Web-to-Case HTML code to add to the website,"A,D",Email-to-case and web-to-case are two ways to capture cases without taking calls.,
,68,"Ursa Major Solar (USM) has a Web-to-Case form on its Lightning Customer Community. USM wants to separate Cases into the following product categories:
• Residential
• Lots/Land
• Commercial
USM has added a picklist field to store this data.
How can the Case be automatically placed in the correct queue upon submission?",A. Create Record Types for each picklist value and assign to each product team's profile. | B. Create Assignment Rules based on the picklist values to move Cases to a Queue. | C. Create Record Types for each picklist value and a Business Process to move each Case to the correct Queue. | D. Create an Escalation Rule entry for each picklist value and set to zero minutes.,B,,
,69,"What two valid assignee options should an administrator use to configure case assignment rules?

Choose 2 options.",A Queue | B Case team | C Public group | D User,"A,D","User and queue can be assigned to a case. Case teams cannot own records, because they are a group that works together to solve a case, and neither can public groups, which are a set of users.",
,70,In which situation is the Case Contact notified when a support representative adds a new case comment?,A The Support Representative posts the comment to the Case Chatter Feed. | B The System Administrator configures the Case Auto-Response Rules. | C The Support Representative uses the Send Email Action on the Case Feed. | D The System Administrator enables Case Comment Notification to Contacts.,D,,
,71,"Ursa Major Solar tracks both user issues and customer issues.
A user issue can be logged as:
• new
• waiting for reply
• closed
A customer issue can be logged as:
• new
• working
• closed
An administrator needs to track both case types.
Which features should be used?",A. Workflows and Automated Case Users | B. Page Layouts and Record Types | C. Page Layouts and Process Builder | D. Record Types and Support Processes,D,,
,72,"What are two benefits of using Data Categories with Salesforce Knowledge?
Choose 2 answers",A. Articles can be classified into groups. | B. Article Owners can track views. | C. Articles can be referenced in Chatter posts. | D. Article access can be controlled.,"A,D",,
,73,"Universal Containers uses a private sharing model for Cases. Each product line has several product specialists who want to have visibility to
all Cases involving their product line.
How should the System Administrator meet this requirement?",A. Create an owner-based Case Sharing Rule to share corresponding Cases with the product specialist role. | B. Change the Org-Wide Default for Cases to Controlled By Parent and add product specialists to Account Teams. | C. Create a pre-defined Case Team for each group of product specialists and assign the team using Case Assignment Rules. | D. Add the product specialists to the Account Team for each Account that has purchased a product from the product line.,C,,
,74,"Universal Containers uses an Auto-numbering system to uniquely identify each support request. They want customers to know this number as soon as possible.
Which two features should the System Administrator implement to allow customers have quick access to this information?",A. Auto-response Rules | B. Case Feed Layout Actions | C. Case Comment Notifications | D. Self-Service Community,"A,D",,
,75,"Which feature should Ursa Major Solar use if they want their support agents who are skilled in a particular product line to own cases directly
after customers log them from an automated channel?",A. Case team routing | B. Assignment rules | C. Case escalation rules | D. Workflow field update,B,,
,76,"Ursa Major Solar uses the following:
• Private data access model for cases
• Support agents, who own cases
• Product specialists who occasionally need access to cases in their product line
What are two actions that will allow the appropriate access in this scenario?
Choose 2 answers",A. A case escalation rule assigns ownership to product specialists. | B. Case owners manually add product specialists to ad hoc case teams. | C. Case owners configure pre-defined case teams. | D. Administrators configure pre-defined case teams and assignment rules.,"B,D",,
,77,"Ursa Major Solar is setting up case assignment rules.

What are two places where the cases can be assigned?

Choose 2 options.",A User | B Contact | C Queue | D Profile,"A,C",Rules assign leads and cases to the specified user or queue.,
,78,"Universal Containers wants internal support requests to be directed to any of the IT representatives. They want external support requests to be directed to customer support representatives based on the contact's location.

What should the System Administrator use to set this up?",A Auto-responses Rules and Profiles | B Automated Notifications and Groups | C Assignment Rules and Queues | D Territory Management and Teams,C,,
,79,Which configuration action should be performed to ensure every Case gets assigned to a valid Owner?,A Define the Default Case Owner in Support Settings. | B Configure a default value for the Case Owner field. | C Create a Workflow Rule that checks for a blank Owner field. | D Create a Validation Rule based on the Created By field.,A,"""Default Case Owner"" is a setting, and a workflow rule could work but would accomplish the same thing.",
,80,"Ursa Major Solar needs a case to be automatically created.

Which three features can an administrator use to accomplish this goal?

Choose 3 options.",A Web-to-case | B Process Builder | C Lightning for Outlook | D Email-to-case | E SMS-to-case,"A,B,D",SMS-to-case is possible but requires additional coding or an AppExchange app.,
,81,"A System Administrator enables Case Feed Actions and Feed Items in Support Settings.

With the appropriate Profile permissions enabled, what change will users see?",A All Case fields will be added to the Chatter Feed Tracking. | B Cases will use Feed Layouts rather than standard Page Layouts. | C Case Feeds will no longer be hidden on standard Page Layouts. | D All Case buttons will be converted to Actions in the Case Feed.,B,"When you enable case feed-specific actions and feed items, existing cases are upgraded to the case feed user interface.",
,82,"Ursa Major Solar is experiencing quality assurance issues with a product line. An administrator needs to use a standard object to track the extent of the problem.

Which standard object should be used?",A Account | B Product | C Case | D Opportunity,C,,
,83,"What are two Initial Submission Actions in an Approval Process?
Choose 2 answers",A. The record is locked for everyone except the Owner. | B. The value of a field on the record can be updated. | C. A task can be assigned to users in a specific Profile. | D. An outbound message can be sent to another application.,"B,D",,
,84,"An administrator needs to configure Ursa Major Solar's Salesforce Mobile app with the company's brand-specific images and color schemes.

Which set of branding options should the administrator use?","A Loading Page Logo, Brand Color, Loading Page Color | B Tab Colors, Action Colors, Loading Page Logo | C Loading Page Color, Action Colors, Loading Page Logo | D Individual Page Colors, Multiple Loading Page Logos",A,,
,85,"A System Administrator wants to implement a feature for call recording to monitor customer service quality using Salesforce Service Cloud.

Which two statements regarding call recording should be considered when implementing this requirement?

Choose 2 options.",A Call recording is a native feature available with Salesforce by default. | B Call recording is a feature of some add-on products from the AppExchange. | C Call recording is a feature that a developer might create with Salesforce App Cloud. | D Call recording is a feature that will not work with Salesforce Service Cloud.,"B,C","Call recording is not a native feature, and App Cloud is the outward-facing name for Heroku, which could be used to build call recording functionality.",
,86,"Users at Universal Containers (UC) adhere to the following process for expense reports:

Create the expense report.
Attach receipts in an Expenses app.
Send the report to the accountant to review and approve.
An administrator needs to enable this app for Salesforce Mobile.
What should the administrator consider from the User's perspective?","A A user can create records, attach receipts as photos, and submit for approval. | B A user can utilize Search, create list views, and receive record push notifications from Chatter. | C A user can create list views, attach receipts as photos, and submit records for approval. | D A user can search Salesforce Records, attach receipts as photos, and approve records from Chatter.",A,,
,87,How should a Chatter user send a message to another Chatter user that cannot be viewed by anyone else?,A Post a Message to Record owner. | B Use @mention to include the recipient within the message. | C Post a Private Message to the recipient. | D Use #secret to send the message to the recipient.,C,,
,88,"Ursa Major Solar is looking into backup methods.
Which set of small and large data backup methods are available in Salesforce?","A. Data Loader Exports, Report Exports, and Weekly Data Export Service | B. Mass Export Wizard, Weekly Data Export Service, and Data Loader Exports | C. Report Exports, Dashboard Exports, and Weekly Data Export Service | D. Data Loader Exports, Mass Exports, and Weekly Data Export Service",A,,
,89,"Ursa Major Solar uses data from the grand total of a custom report to create their dashboard. Which two components will populate the grand
total properly?
Choose 2 answers",A. Metric | B. Gauge | C. Table | D. Chart,"A,B",,
