duplicate,#,question,choices,answer,explanation,source
,11,大規模な組織でパートナーの役割を設定するためのSalesforceの2つの推奨事項は何ですか？ 2つの答えを選択してください,A. ロール階層の同じブランチにパートナーロールを作成します。 | B. ロール階層の別のブランチにパートナーロールを作成します。 | C. 共有ルールを使用して、パートナーユーザーにパートナーアカウントへのアクセスを許可します。 | D. システムのパフォーマンスを向上させるために、役割の数を1つに減らします。,"B,C",大規模な組織でパートナーの役割を設定するためのSalesforceの2つの推奨事項: (B) デフォルトのパートナー役割数(3役割)を使用する — ベストプラクティスとして役割数を最小限に保つ。(C) パートナーロールの数を制限する — 過度に複雑なロール階層は管理を困難にするため、Salesforceは役割数の削減を推奨しています。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=3
,12,委任された管理者には、どの3つの権限が含まれていますか？3つの答えを選択してください,A. 外部ユーザーレコードを作成および編集します。 | B. 外部ユーザーのオブジェクトアクセスを管理します。 | C. 外部ユーザーを複数のアカウントに追加します。 | D. 外部ユーザー用の新しいパスワードを生成します。 | E. アカウントの外部ユーザーの権限セットを管理します。,"A,D,E",委任された管理者(Delegated Administrator)に含まれる3つの権限: (A) 外部ユーザーレコードの作成と編集 — TRUE。(D) 管理している外部ユーザーのパスワードリセット — TRUE。(E) パートナーアカウントのメンバー管理 — TRUE。委任管理者はプロファイル管理、共有ルール変更、組織設定の変更はできません。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=3
,13,Cloud Kicksは、サイトユーザーがサイトコンテンツにカスタムタグまたはメンバーが作成したトピックをタグ付けできるようにしたいと考えています。これを行うには、セットアップでサイトユーザーが有効にする必要がある2つのアクセス許可はどれですか？2つの答えを選択してください,A. トピックを作成する | B. トピックを割り当てる | C. 許可されるタグ | D. メンバーはトピックにアクセスできます,"A,D",CKがサイトユーザーにカスタムタグやメンバー作成トピックでコンテンツをタグ付けさせたい場合の2つの設定: (A) トピックの作成 — サイト管理でトピック機能を有効化してトピック作成を可能にする。(D) メンバーがトピックにアクセス可能 — メンバーが既存トピックのタグ付けや新規トピック作成できる権限を付与する。両方の設定が必要です。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=3
,14,Cloud Kicks（CK）には、外部アカウント階層を持つパートナーコミュニティがあります。パートナーの役割の数は2に設定されており、役割はパートナーマネージャーとパートナーユーザーとして定義されています。CKの子アカウントにケースを作成するパートナーユーザーがいる場合、誰がアクセスできますか？,A. ケースを作成したパートナーユーザー、その上のパートナーマネージャーの役​​割のユーザー、およびパートナーアカウントのパートナーマネージャーの役​​割のユーザー | B. ケースを作成したパートナーユーザー、パートナーユーザーロールのピア、その上のパートナーマネージャーロールのピア、パートナーアカウントのパートナーユーザーロールのピア、および親アカウントのパートナーマネージャーロールのピア。 | C. ケースを作成したパートナーユーザー、パートナーユーザーロールのピア、その上のパートナーマネージャーロールのピア、および親アカウントのパートナーマネージャーロールのピア。 | D. ケースを作成したパートナーユーザー、その上のパートナーマネージャーの役​​割のユーザー、親アカウントのパートナーユーザーの役割のユーザー、および親アカウントのパートナーマネージャーの役​​割のユーザー。,B,CKに外部アカウント階層を持つパートナーコミュニティがあり役割数が2(パートナーマネージャーとユーザー)の場合: (B) スーパーユーザーアクセスを使用してマネージャーが部下のレコードを参照できる。Partner Super Userアクセスにより上位の役割を持つパートナーユーザーが同一アカウント内の下位ユーザーのレコードを参照できます。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=3
,15,Universal Containers (UC) は、世界中の大規模な顧客ベース向けに新しいセルフサービス サイトを構築しています。顧客は、質問の投稿、ナレッジ記事の表示、保証のダウンロード、チケットのオープン、最近の購入の登録を行います。購入した内容はカスタム オブジェクトに保存されます。UC は、サイトにカスタマー サービス テンプレートを使用し、顧客に外部アプリ ライセンスを使用することを検討しています。UC に潜在的な問題を引き起こす可能性がある制限はどれですか?,A. 外部アプリのライセンスでは自己登録が許可されていません。 | B. 外部アプリのライセンスではカスタム オブジェクトへのアクセスは許可されていません。 | C. 外部アプリのライセンスではケースへのアクセスが許可されていません。 | D. 外部アプリのライセンスでは、そのままではドキュメントがダウンロードされません。,B,UCが世界中の大規模な顧客ベース向けに自己サービスサイト(質問投稿、ナレッジ記事、ケースレポート)を構築する場合、(B) Customer Community Plusライセンスが適切です。役割階層ベースの共有をサポートし、ナレッジ、ケース管理、Chatter機能を含む大規模カスタマーポータルに適しています。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=3
,16,コンサルタントは、新しい組織のクライアントにエクスペリエンスを設定しています。クライアントは、外部ユーザーに標準プロファイルを使用することを主張します。エクスペリエンスで標準プロファイルを使用するには、どの手順が必要ですか？,A. 自己登録、ユーザー作成、およびログ記録に標準の外部プロファイルの使用を許可する ''を有効にする必要があります。 | B. 「標準の外部プロファイルを許可する」チェックを使用して権限セットを作成し、すべての外部ユーザーに割り当てます。 | C. 標準プロファイルで、[自己登録、ユーザー作成、およびログインに標準の外部プロファイルを使用することを許可する]が[True]に設定されていることを確認します。 | D. カスタマーコミュニティプラスログインエクスペリエンスライセンスを使用する必要があります。,A,コンサルタントが新規組織でExperienceを設定する際、クライアントが外部ユーザーに標準プロファイルを使用することを主張する場合、(A) 外部ユーザーは標準プロファイルを使用できない。Experience Cloudの外部ユーザーには、External Userライセンスタイプに対応したカスタマーコミュニティやパートナーコミュニティなどの専用プロファイルが必要です。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=4
,17,基準ベースの共有ルールを使用してレコードを共有できるコミュニティ ライセンスはどれですか?2 つの答えを選択してください,A. パートナー コミュニティ | B. 顧客コミュニティ | C. カスタマーコミュニティプラス | D. カスタマーポータル,"A,C",基準ベースの共有ルールを使用してレコードを共有できるコミュニティライセンス: (A) Customer Community Plus — 役割階層と基準ベース共有ルールをサポート。(C) Partner Community — 完全な役割階層と共有ルール機能をサポート。基本的なCustomer Communityライセンスは共有セットのみをサポートし、基準ベース共有ルールは使用できません。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=4
,18,Dreamscape Flowers（DF）は、Salesforce Partner Relationship Management（RPM）を評価して、現在のチャネル販売パフォーマンスの向上を支援しています。Salesforce PRMは、DFがチャネル販売を加速するのにどのような2つの方法で役立ちますか？2つの答えを選択してください,A. チャネルセールスチームでのパートナー資格の割り当てを自動化する | B. チャネル販売階層のパートナー階層化を自動化する | C. パートナーリードルーティングを自動化する | D. SalesforceCPQで見積もりを自動化する,"B,C",Dreamscape FlowersがSalesforce PRMを評価している場合の2つの適用可能な機能: (B) ケースエスカレーション機能 — パートナーサポートのためのケース管理。(C) AIを活用したナレッジベース — パートナー向けセルフサービスサポート。PRMにはリード配布、商談登録、チャネル分析、パートナーイネーブルメントが含まれます。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=4
,19,No More Homelessness（NMH）の使命は、Experience Cloudサイトを通じて、すべてのホームレスの人々を可能な限り最善の方法で支援することです。 NMHのサイトマネージャーは、検索エンジン最適化（SEQ）を設定して、NMHのパブリックエクスペリエンスクラウドサイトが検索エンジンに表示されるようにしたいと考えています。SEOを正常に実装するために、サイト管理者はどの2つのプラクティスを実行する必要がありますか？2つの答えを選択してください,A. インデックス作成を制御するカスタムrobots.txtファイルが作成されているかどうかを確認します。 | B. エクスペリエンスサイトが公開され、アクティブ化されているかどうかを確認します。鉛筆と紙 | C. SEOインスティテュートが終了日でサイトの承認を提供したかどうかを確認します。 | D. サイトマップの手動更新が毎月最終日に行われるかどうかを確認します。,"A,B",NMHがExperience Cloudサイトを通じてホームレス支援を行う場合のゲストユーザー考慮事項: (A) ゲストユーザーのOWDは常にPrivateに設定される — TRUE、Salesforceのセキュリティ強化として自動設定。(B) ゲストユーザーは役割階層ではレコードにアクセスできない — TRUE、ゲストユーザーには役割がないため。これらはゲストユーザーのセキュリティ制約です。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=4
,20,ノーザントレイルアウトフィッターズ（NTO）は、従業員のためにHRデスクを作成することを計画しています。テクノロジーチームは、ExperienceCloudを使用してHRヘルプデスクアプリを構築することを推奨しています。HRデスクアプリを構築する際にNTOは何を考慮する必要がありますか？,A. HRユーザープロファイルは、従業員権限セットライセンスを持つ従業員クラウドでのみ使用できます。 | B. 従業員のプライバシーを保護するために、HRヘルプデスクアプリはメイン組織とは別の組織で作成する必要があります。 | C. 組織構造を活用するには、HRヘルプアプリをメイン組織で作成する必要があります。 | D. HRユーザープロファイルは、HR権限セットライセンスを持つEnterpriseEditionおよびPerformanceEditionでのみ使用できます。,C,NTOが従業員向けHRデスクをExperience Cloudで作成する場合、適切なテンプレートは(C) ヘルプセンターまたは従業員エクスペリエンステンプレートです。このテンプレートはナレッジベースとケース送信機能を含み、社内従業員向けHRサポートシナリオに最適化されています。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=4
,21,Cloud Kicks (CK) は、潜在的なボランティアを募集するための公開サイトを作成したいと考えています。ボランティア イベントは、カスタムの VolunteeringEvent オブジェクトに格納されます。CK はどのようにしてゲスト ユーザーにカスタム オブジェクトへのアクセスを許可できますか?,A. ゲスト ユーザー ロールを通じて | B. ゲストユーザー共有セット経由 | C. ゲスト ユーザーの組織全体の既定値 (OWD) を介して | D. ゲスト ユーザーの共有ルールを介して,C,CKが潜在的なボランティアを募集する公開サイトを作成し、ゲストユーザーがカスタムVolunteer__cオブジェクトのレコードを作成できるようにするには(C) ゲストユーザーの組織全体デフォルト(OWD)設定を通じて実装します。ゲストユーザープロファイルにオブジェクトの作成権限を付与し、ゲストユーザー共有設定を構成することが必要です。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=5
,22,Ursa Major Solarは、ユーザーがカスタマーポータルでキーワードを検索するときに、SalesforceCMSのコンテンツを照会することを望んでいます。Global Search .n ExperienceBuilderがSalesforceCMSでコンテンツをクエリするには、どの設定をオンにする必要がありますか？,A. コミュニティをアクティブ化する必要があります。 | B. 共有ルールを読み取り/書き込みに設定する必要があります。 | C. 選択したCMSチャネルで検索を有効にする必要があります。 | D. 顧客インサイトの収集データを選択する必要があります。,C,Ursa Major Solarがカスタマーポータルのキーワード検索時にSalesforce CMSのコンテンツを表示したい場合、(C) CMS Collectionsを使用して検索結果にCMSコンテンツを含める設定が必要です。Salesforce CMSとExperience Cloudの検索統合により、CMSで管理されたコンテンツが検索結果に表示されます。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=5
,23,Universal Containers（UC）は、複数のカスタマーエクスペリエンスを維持しますが、すべてのカスタマーユーザーに対して1つのプロファイルのみを維持します。複数のエクスペリエンスにアクセスできる顧客はありません。各顧客にアクセスを許可するために、UC管理者はどの2つのステップを実行する必要がありますか？ 2つの答えを選択してください,A. 権限セットを作成します。 | B. 特定のエクスペリエンスの権限セットを選択します。 | C. 特定のエクスペリエンスのプロファイルを選択します。 | D. 該当するユーザープロファイルを編集します。,"A,B",UCが複数のカスタマーエクスペリエンスを1つのプロファイルで維持し、各顧客に1つのサイトのみアクセスを許可する場合: (A) 特定のエクスペリエンス用の権限セットを選択 — 権限セットでサイトメンバーシップを制御。(B) プロファイルの選択とサイト固有の権限セットの組み合わせで選択的アクセスを管理する。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=5
,24,Universal Containersは、新しいセルフサービスサイトの構築を検討しています。ユーザーは質問を投稿したり、ナレッジ記事を読んだり、ケースレポートを表示したりします。ユーザーは取引を登録したり、その他の営業活動に参加したりすることはありません。これらの要件を満たす外部ユーザーライセンスはどれですか？,A. 認証されたサービスサイトユーザー | B. 外部コミュニティプラス | C. 外部アイデンティティ | D. カスタマーコミュニティプラス,D,UCが自己サービスサイト(質問投稿、ナレッジ記事、ケースレポート)を構築する場合の適切な共有メカニズムは(D) Customer Community Plusです。役割階層ベースの共有をサポートし、外部ユーザーがレコードにアクセスするためのより柔軟な共有モデルを提供します。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=5
,25,Universal Containers（UC）のSalesforceAdministratorがトピックを設定しました。 UCはブランド変更フェーズを経ており、トピックを簡素化する一方で、トピックに割り当てられた記事は保持したいと考えています。Salesforce管理者はこれをどのように達成する必要がありますか？,A. 古いトピックを非アクティブとしてマークし、記事を新しいアクティブなトピックに割り当てます。 | B. コンテンツ管理で同様のトピックをマージします。 | C. 既存のトピックを削除し、新しく作成されたトピックに記事を割り当てます。 | D. 既存のトピックを保持し、新しく作成されたトピックに記事を再割り当てします。,B,UC管理者がトピックを設定しブランド変更でトピック名の変更が必要な場合、(B) トピック管理でトピック名を直接編集するのが正解です。Experience Cloud管理者はトピック管理ページからトピック名、説明、画像を編集できます。既存コンテンツのタグ付けはそのまま維持され、トピック名のみが更新されます。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=5
,26,Universal Containers（CU）は、Salesforceを使用して販売およびサービスプロセスを管理してきました。 UCは、顧客と対話するためのExperienceCloudサイトでもあります。 UCはビジネスを成長させるためにCloudKicks（CK）Retailを買収しました。また、CKはSalesforceと、エクスペリエンスクラウド上に構築されたセルフサービスサイトを使用して、顧客がサポートリクエストをログに記録できるようにします。 UCは現在、顧客がCKのセルフサービスサイトを使用できるようにして、より統合されたエクスペリエンスを提供できるようにしたいと考えています。UCがCKのサイトにログインできるように、Experience Cloudコンサルタントは何を推奨する必要がありますか？,A. 2つのExperience Cloudサイト間でSSOを確立できないため、CKのExperienceCloudサイトでUC顧客用に個別のユーザーアカウントを作成します。 | B. Salesforceはサービスプロバイダーとしてのみ使用できるため、サードパーティのIDプロバイダーを使用して2つのExperienceCloudサイト間にSSOを確立します。 | C. 一方の組織をIDプロバイダーとして使用し、もう一方の組織をサービスとして使用して、2つのExperienceCloudサイト間にSSOを確立します。 | D. サイトクラスのログインメソッドを使用してカスタムApexハンドラーを作成し、あるコミュニティから別のコミュニティにユーザーをサインインします。,C,UCがExperience Cloudサイトを作成する場合の最適なアプローチは(C) 既存のSalesforceデータと統合されたカスタマーサービステンプレートを使用することです。UCはすでにSalesforceで販売・サービスを管理しており、既存データとシームレスに統合できるテンプレートが最適です。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=6
,27,Universal Containers (UC) には、個人アカウントを使用してすべての B2C 顧客を追跡および管理する B2C 顧客部門があります。UC は、Salesforce Experience Cloud を使用して B2C サイトをセットアップしました。B2C ビジネス担当副社長は、顧客が独自のユーザー アカウントを作成できるように、ポータルでの自己登録を有効にしたいと考えています。B2C サイトで自己登録する新規ユーザーが Salesforce で個人取引先としてキャプチャされるようにするには、UC の Experience Cloud コンサルタントは何を推奨する必要がありますか?,A. カスタム自己登録ページと、ポータルで自己登録する各ユーザの個人アカウントを作成する Apex ハンドラを作成します。 | B. エクスペリエンス ワークスペースで標準の自己登録構成を使用し、デフォルトのアカウント フィールドを空のままにします。 | C. アカウント レコード タイプのアクセスをサイト ゲスト ユーザーのみに制限し、作成されたアカウントはデフォルトで個人アカウントになります。,A,UCがB2C顧客を個人アカウントで管理しExperience Cloudサイトを構築する場合: (A) カスタム自己登録ページとApexハンドラーを作成して各登録者の個人アカウントを作成する — TRUE。個人アカウントでの自己登録には、カスタムApexハンドラーが必要です。標準の自己登録フローは個人アカウントに対応していないためです。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=6
,28,Cloud Kicks (CK) は、新しいスニーカーを毎月顧客に送るサブスクリプション モデルを採用しています。顧客は CK サイトにログインし、アカウントの管理、ケースの管理と作成、払い戻し請求の送信を行うことができます。CK では、ナレッジ ベースの記事へのアクセスも提供します。顧客に必要なアクセスを提供するには、CK はどのテンプレートを使用する必要がありますか?,A. 自分で構築する | B. マイクロサイト | C. ヘルプセンター | D. アカウントポータル,D,CKがサブスクリプションモデルを採用し顧客がアカウント情報を管理する場合、最適なテンプレートは(D) Account Portal(アカウントポータル)です。Customer Account Portalテンプレートは認証済みB2C顧客がアカウント情報、サブスクリプション、注文履歴を管理するために設計されています。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=6
,29,エクスペリエンス サイトは Unlimited 組織に構築されます。サイト内の一部のページは、ゲスト ユーザーに公開されています。1 か月に許可されるページ ビューの数は?,"A. 100万 | B. 500万 | C. 100,000 | D. 500,000",B,Unlimited組織に構築されたExperienceサイトで一部のページがゲストユーザーに公開されている場合、1か月に許可されるページビュー数は(B) 500万ページビューです。Unlimited Editionではゲストユーザーへの月間ページビュー上限が500万に設定されています。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=6
,30,Cloud Kicksは、カスタマーサポートコミュニティをパッケージ化しました。コミュニティには、標準オブジェクトとカスタムオブジェクトにリンクするナビゲーションメニュー項目が含まれています。Experience Cloudコンサルタントがパッケージをレビューするときに考慮すべき2つのポイントはどれですか？ 2つの答えを選択してください,A. カスタムオブジェクトのカスタムリストビューは、依存関係として含まれていません。 | B. カスタムオブジェクトのカスタムリストビューが依存関係として含まれています。 | C. 標準オブジェクトのカスタムリストビューは依存関係として含まれていません。 | D. 標準オブジェクトのカスタムリストビューが依存関係として含まれています。,"A,C",CKがCustomer Support Communityをパッケージ化した場合のパッケージング考慮事項: (A) カスタムオブジェクトのカスタムリストビューは依存関係として含まれない — TRUE、手動でパッケージに追加が必要。(C) ナビゲーションにリンクされたカスタムオブジェクトはパッケージコンポーネントとして明示的に追加が必要 — TRUE。,https://www.freecram.com/Salesforce-certification/Experience-Cloud-Consultant-JPN-exam-questions.html?p=6
