duplicate,#,question,choices,answer,explanation,source
,11,"Cloud Kicksの管理者は、地域のマネージャーを監督するディレクターに機会の共有を開放して、地域のマネージャーを支援するためにレコードにアクセスできるようにしたいと考えています。
どの共有メカニズムを使用する必要がありますか？",A. 組織全体のデフォルト | B. 役割階層 | C. 手動共有 | D. 共有設定,B,"B. 役割階層 (Role Hierarchy)

正解です。

Salesforce のロール階層では、「下位のロールのユーザーが所有するデータのアクセス権を、上位のロールのユーザーが自動的に継承する」 という仕組みがあります。

ディレクターを「地域マネージャー」の上位ロールに配置するだけで、ディレクターは部下（マネージャー）の商談レコードを自動的に参照・編集できるようになります。これが最も管理が簡単で標準的な方法です。",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,12,"Ursa Major Solar の経営陣は、パイプライン全体で商談がある取引先の数を把握したいと考えています。
管理者は、進行中のすべての商談と、表示されるアカウントの総数を示すレポートを作成するために何を使用する必要がありますか?",A. アカウント名でグループ化された概要レポートの行数 | B. 取引先のある商談を選択するクロス フィルター | C. 取引先の商談を示すカスタム レポート タイプ | D. アカウント名列の [一意の数を表示] オプション,D,アカウント名列の「ユニークカウントを表示」オプションを選択すると、すべてのオープンな機会と、それらを代表するアカウントの総数を表示するレポートが作成されます。このオプションでは、複数の機会を持つアカウントでも、各アカウントは1回のみカウントされます。レポートはアカウント名またはその他のフィールドでグループ化して、詳細を表示できます。参照： https://help.salesforce.com/s/articleView?id=sf.reports_builder_unique_count.htm&type=5,Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,13,"管理者は、従業員が退職したばかりで、すべてのアクセス権をすぐに削除する必要があることを知らされました。このユーザーは 4,000 件の レコードの所有者であり、唯一の受信者または 57 件の電子メール アラートです。経営陣が後任者を見つけるには、少なくとも 1 か月は必要です。メール管理者は、メールへのアクセスを既に取り消しています。
ユーザーのアクセス権が直ちに取り消されるようにするには、どのようなアクションを実行する必要がありますか?",A. ユーザー レコードに移動し、[Lightning ユーザー] チェックボックスをオフにします。 | B. ユーザー レコードに移動し、ユーザーをフリーズします。 | C. ユーザー レコードに移動し、ログイン時間を [なし] に設定します。 | D. ユーザー レコードに移動し、ユーザーを削除します。,B,"このシナリオでは、「即時のアクセス停止」と「既存の依存関係（レコード所有権やメールアラート）の維持」という2つの要件を同時に満たす必要があります。

なぜ「フリーズ（凍結）」が正解なのか:

即時性: ユーザーをフリーズすると、そのユーザーは即座にSalesforceにログインできなくなります。

依存関係の保護: ユーザーを「無効化（Deactivate）」しようとすると、そのユーザーがワークフロールールやメールアラートの唯一の受信者である場合、エラーが発生して無効化できないことがあります。フリーズ機能は、レコードの所有権の移行やアラート設定の修正（後任者への変更など）を行うまでの間、一時的にアクセスをブロックするために設計されています。

時間の確保: 後任者が見つかるまでの1ヶ月間、データや設定を壊すことなく安全に保持できます。",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,14,"ウルサメジャーソーラーはグローバルな顧客基盤を持っています。税関に関する最近の問題により、カナダの顧客への出荷が大幅に遅れています。国フィールドはすでにページレイアウト上にありますが、営業チームは、出荷の問題が解決されるまで、カナダの顧客を履行の潜在的な課題として強調することを望んでいます。
管理者はこの問題をどのように解決する必要がありますか？",A. ページレイアウトを変更して、[国]フィールドを独自のセクションに移動します。 | B. Lightningページにリッチテキストコンポーネントを追加します。アカウントがカナダの場合にのみコンポーネントを表示するには、条件付き可視性を使用します。 | C. カナダのレコードのアプリ内ガイダンスプロンプトを作成します。 | D. カナダの顧客向けに新しいレコードタイプとページレイアウトを作成し、ページが異なって見えるようにします。,B,"このシナリオの要点は、「特定の条件（カナダの顧客）に基づき」、「一時的な問題（出荷遅延）」を、「目立つように警告したい」という点です。

なぜ B が正解なのか:

視認性 (Highlight): リッチテキストコンポーネントを使用すると、赤字や太字、大きなフォントで「⚠️ カナダへの出荷遅延あり」といった警告メッセージを自由に作成できます。

条件付き表示 (Conditional Visibility): Lightning アプリケーションビルダーの「条件付き可視性」機能を使うことで、Billing Country (請求先住所：国) が ""Canada"" の場合だけこの警告を表示し、それ以外の顧客には表示しないように制御できます。

メンテナンス性: 問題が解決した後は、コンポーネントを削除するか無効化するだけで済み、データ構造への影響がありません。",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,15,"Cloud Kicks の管理者は、サービス チームからの新しい要件に基づいて、新しいフィールドとページ レイアウトを調整しました。変更はサンドボックス内に構築されており、運用環境にデプロイする準備ができています。
管理者は変更セットを実稼働環境にデプロイする前に何をする必要がありますか?",A. 変更が加えられたサンドボックスに基づいて、新しいサンドボックスを要求します。 | B. 運用環境に基づいて、変更を復元するための新しいサンドボックスを作成します。 | C. 変更セットを別のサンドボックスにプッシュして復元します。 | D. 運用環境でフィールドを作成し、ページ レイアウトを更新します。,C,チェンジセットは、管理者がカスタマイズをあるSalesforce組織から別の組織へ移動させるためのツールです。ただし、変更セットは異なる組織間のコンポーネント間の依存関係や競合を追跡しないため、管理者は必要なすべてのコンポーネントが変更セットに含まれていること、および対象組織の既存のカスタマイズを上書きしないことを手動で確認する必要があります。不完全または誤った変更セットのデプロイによる本番環境での変更の損失を避けるため、管理者はまず変更セットを別のサンドボックスにプッシュし、そこでテストしてから本番環境にデプロイする必要があります。参照: https://help.salesforce.com/s/articleView?id=sf.changesets_considerations.htm&type=5 https://help.salesforce.com/s/articleView?id=sf.changesets_best_practices.htm&type=5,Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,16,"取引先に 10,000 米ドルを超える未解決の商談が 5 つ以上ある場合、営業担当者は取引先ページにエスカレーション プロセスを開始して追加のリソースを割り当てるオプションを表示する必要があります。
管理者が作成する必要がある構成はどれですか?
2つの答えを選択してください",A. コンポーネント表示フィルター | B. 式フィールド | C. 積み上げ集計フィールド | D. 動的フォーム,"B,D,C","答えは A と C です。

C. 積み上げ集計フィールド (Roll-up Summary Field)

理由: 「10,000ドルを超える」「未解決の」商談が「何件あるか」を取引先（親レコード）上で計算するために必要です。数式フィールド（B）では子レコード（商談）の数をカウントできません。

A. コンポーネント表示フィルター (Component Visibility Filter)

理由: 積み上げ集計で計算した数が「5以上」である場合のみ、画面上にエスカレーション用のボタンやフロー、リンクなどを「表示」させるために使用します。

B（数式） は子レコードの集計ができないため不適切、D（動的フォーム） は主に「項目」の出し分けに使われる機能であり、「プロセスを開始するオプション（ボタンやコンポーネント）」の制御としては「コンポーネント表示フィルター」の方が適切です。",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,17,"Cloud Kicksには、承認プロセスからのステータス変更時にトリガーされるプロセスビルダーがあります。プロセスビルダーは、ステータスが手動で更新された場合にトリガーされますが、結果または承認プロセスの更新ではトリガーされません。
管理者は問題のトラブルシューティングのために何ができますか？",A. 承認プロセスをチェックして、正しいバージョンであることを確認します。 | B. 承認プロセスのフィールド更新アクションの[フィールド変更後にワークフロールールを再評価する]チェックボックスをオンにします。 | C. [詳細設定]で[プロセスビルダーの再帰]をオンにして、プロセスビルダーが再度起動するようにします。 | D. 特定の新しいフィールド値で値を変更して、ProcessBuilderが検索する値を認識できるようにします。,B,"承認プロセスによる項目の自動更新（Field Update）は、デフォルトでは後続の自動化処理（プロセスビルダー、ワークフロールールなど）をトリガーしません。 これにより、無限ループなどの予期せぬ動作を防いでいます。

承認プロセスによる変更をきっかけにプロセスビルダーを動かしたい場合は、その「きっかけ」を作る設定を有効にする必要があります。

B. 承認プロセスのフィールド更新アクションの[フィールド変更後にワークフロールールを再評価する]チェックボックスをオンにします。
これが正解です。

承認プロセス内の「項目自動更新」アクションの設定画面に、このチェックボックス（英語：Re-evaluate Workflow Rules after Field Change）があります。

これをオンにすると、Salesforce は「値が変わったから、もう一度自動化ルール（ワークフローやプロセスビルダー）をチェックしてね」と認識し、プロセスビルダーが起動するようになります。

名前は「ワークフロールール」となっていますが、プロセスビルダーやその他の自動化トリガーにも影響します。",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,18,"Cloud Kicks (CK) は、Lightning Web コンポーネントを使用するいくつかの新しいカスタム アプリケーションをリリースしました。管理者は現在、CK の組織をより安全にするために何らかの調整を行う必要があるのではないかと懸念しています。
管理者は、Lightning Web コンポーネント内の潜在的なセキュリティ リスクを明らかにするためにどのツールを使用する必要がありますか?",A. ヘルスチェック | B. マスター暗号化キー | C. Salesforce オプティマイザー | D. 自己署名証明書,A,"正解
A. ヘルスチェック

解説
Lightning Webコンポーネントのセキュリティリスクを特定するために最も適切なツールは「ヘルスチェック」です。その理由は以下の通りです：

ヘルスチェックは、Salesforce組織のセキュリティ設定を評価するための包括的なツールです[1]。

このツールは、Lightning Web Securityなど、Lightning Webコンポーネントに関連するセキュリティ設定も確認します[1]。

ヘルスチェックは、セキュリティリスクを特定し、改善のための推奨事項を提供します[1]。

他の選択肢が不適切な理由：

B. 自己署名証明書：これはSSL/TLS接続のためのものであり、Lightning Webコンポーネントのセキュリティリスクを直接評価するものではありません。

C. Salesforce Optimizer：このツールは主にパフォーマンスと使用状況の最適化に焦点を当てており、セキュリティリスクの特定には適していません[1]。

D. マスター暗号化キー：これはデータ暗号化に関連するものであり、Lightning Webコンポーネントのセキュリティリスクを評価するためのツールではありません。",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,19,"Cloud Kicksの管理者は、あるユーザーがフローで抱えている問題のトラブルシューティングを行っています。彼らは、そのユーザーにデバッグログを追加することを決定しました。
どのデバッグログカテゴリを使用する必要がありますか？",A. ワークフロー | B. コールアウト | C. システム | D. データベース,A,"解説
Salesforce のデバッグログにおいて、Flow（フロー）の実行詳細を記録するカテゴリは 「Workflow（ワークフロー）」 です。

A. ワークフロー (Workflow)

正解です。 このカテゴリは、ワークフロールール、フロー、プロセスビルダー、エスカレーションルールの動作を記録します。

フローの各要素（割り当て、決定、レコード作成など）がどのように実行されたかを確認するには、このカテゴリのレベルを FINER 以上に設定するのが一般的です。

他の選択肢の役割
B. コールアウト (Callout)

外部システムへのWebサービスコールアウト（HTTPリクエスト/レスポンス）を記録します。フローが外部システムと連携していない限り、フロー自体のロジック確認には主に使用しません。

C. システム (System)

System.debug メソッドの呼び出しなど、Apexコード内のシステムメソッドの実行を記録します。

D. データベース (Database)

データベースへの操作（DML文：Insert/Updateなど）やクエリ（SOQL）の実行内容を記録します。データの変更結果はわかりますが、「フローのどのルートを通ったか」というロジックの追跡には不向きです。",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,20,"Cloud Kicksの管理者は、サンドボックスにフローを作成しました。フローをテストおよび検証した後、管理者プラントは、変更セットを使用して本番環境へのフローをプロモートします。
変更を加えてフローを移動するときに、管理者が知っておくべき3つの考慮事項はどれですか。3つの答えを選択してください",A. デプロイされたフローは非アクティブであり、手動でアクティブ化する必要があります。 | B. フローは、変更が適用された状態でデプロイされた場合、フローの1つのバージョンのみを許可します。 | C. 変更セットを使用してフローをデプロイまたは再デプロイすると、宛先組織にフローのバージョンが作成されます。 | D. すべてのフロー依存関係が変更セットに自動的に追加されます。 | E. フローは展開時に自動的にアクティブ化されます。,"A,C,D,B,C","解説
A. デプロイされたフローは非アクティブであり、手動でアクティブ化する必要があります。

正解です。

変更セットを使用してフローを本番環境にデプロイすると、そのフローはデフォルトで 「無効（非アクティブ）」 な状態で保存されます。

管理者はデプロイ後に本番環境にログインし、動作確認（または単に設定）として手動で「有効化」ボタンを押す必要があります。

※補足: CI/CDツールやMetadata APIを使用し、適切なテストカバレッジがある場合は有効状態でデプロイすることも可能ですが、変更セットの基本動作は「無効」です。

B. フローは、変更が適用された状態でデプロイされた場合、フローの1つのバージョンのみを許可します。

正解です。

1つの変更セットには、特定のフローの 「1つのバージョン」しか含めることができません。

例えば、フローの「バージョン 3」と「バージョン 4」を同じ変更セットに詰め込んで同時に送ることはできません。

C. 変更セットを使用してフローをデプロイまたは再デプロイすると、宛先組織にフローのバージョンが作成されます。

正解です。

本番環境に既にそのフローが存在する場合、デプロイによって既存のフローが上書きされて消えるわけではありません。

新しい 「バージョン」 として追加されます（例：本番にv1があれば、デプロイされたものはv2として保存される）。これにより、何かあった場合に古いバージョンに戻すことが可能です。

間違いの選択肢
D. すべてのフロー依存関係が変更セットに自動的に追加されます。

不正解です。 変更セットの最大の注意点ですが、依存関係（フロー内で使っているカスタム項目、メールアラート、テンプレートなど）は 自動的には追加されません。

「依存関係を表示/追加」ボタンを使って、手動でセットに追加する必要があります。これを忘れるとデプロイエラーになります。

E. フローは展開時に自動的にアクティブ化されます。

不正解です。 Aの解説の通り、基本的には「無効」状態でデプロイされます。",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,21,"管理者は、新しいロゴの機会のために販売ユーザー向けのカスタムの機会 レコードページを作成しています。営業ユーザーが商談を表示しているときに、 レコードに表示されるフィールドを制御する必要があります。
管理者は、レコードページの詳細に表示されるフィールドをどこで編集する必要がありますか？",A. レコード詳細コンポーネント | B. カスタムLightningコンポーネント | C. レコードタイプ | D. ページレイアウト,D,"-解説
Salesforce の Lightning レコードページにおいて、標準の**「レコード詳細 (Record Detail)」コンポーネント**が表示するフィールドの構成（どの項目を表示するか、どの順序にするか）は、ページレイアウトによって制御されています。

D. ページレイアウト (Page Layout)

正解です。 管理者はオブジェクトマネージャの「ページレイアウト」エディタでフィールドの追加・削除・並べ替えを行います。その結果が、Lightning ページ上の「レコード詳細」コンポーネントに反映されます。

なぜ他の選択肢ではないのか？
A. レコード詳細コンポーネント (Record Detail component)

これは Lightning アプリケーションビルダーで配置する**「枠（コンテナ）」**です。

このコンポーネントの設定画面では、「どのページレイアウトを表示するか（プレビュー用）」や「詳細の折りたたみ」などは設定できますが、個々のフィールドの追加や削除はできません（それはページレイアウト側で行います）。

※注: 「動的フォーム (Dynamic Forms)」を使用する場合は Lightning アプリケーションビルダー上で直接フィールドを編集しますが、その場合は「レコード詳細コンポーネント」ではなく「項目セクション」コンポーネントを使用します。今回の選択肢と文脈では、従来のページレイアウト制御を指しています。

B. カスタムLightningコンポーネント

標準フィールドの表示制御にカスタム開発（プログラミング）は不要です。

C. レコードタイプ

レコードタイプは「どのページレイアウトを割り当てるか」や「選択リスト値」を制御しますが、フィールドの表示・非表示自体を編集する場所ではありません。",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,22,"Universal Containers の管理者は、コンプライアンス チームから、Salesforce 内のデータのさまざまな機密レベルを理解して追跡するように依頼されました。管理者はデータ分類を有効にし、適切な機密レベルを構成しました。コンプライアンス チームは、フィールド レベルの機密性と分類を示すレポートを希望します。
管理者は何を推奨すべきでしょうか?",A. データ分類メタデータ リスト ビューを使用します。 | B. カスタム エンティティ定義および保持定義レポート タイプを作成します。 | C. カスタム データ分類およびメタデータ レポート タイプを構成します。 | D. 標準のデータ分類レポートを実行します。,A,正解は B. カスタム エンティティ定義および保持定義レポート タイプを作成します。 です。 （※注：Salesforceの標準的な正解としては「エンティティ定義（Entity Definition）」と「項目定義（Field Definition）」を使用しますが、選択肢の中ではメタデータ構造に言及している B が正解となります。「保持定義」は「項目定義」の言い換え、あるいは翻訳の揺らぎとして扱われることが多いです。）,Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
,23,"Cloud Kicksのサービスチームは、ケースのアカウントから現在のステータスを表示する方法を必要としています。この値はページ上にある必要があり、検証ルールで使用されます。
管理者はこれを解決するために何を推奨する必要がありますか？",A. クロスオブジェクト式を作成します。 | B. 選択リストフィールドを使用します。 | C. ロールアップサマリーを作成します。 | D. アカウントにルックアップフィールドを追加します。,A,"クロスオブジェクト式は、関連するオブジェクトのフィールドを参照する式です。管理者は、ケースオブジェクトにクロスオブジェクト式フィールドを作成し、アカウントの現在のステータスを表示させることができます。このフィールドは、検証ルールやその他のプロセスで利用可能です。参照： https://help.salesforce.com/s/articleView?id=sf.
tips_on_building_formulas_cross_object_formulas.htm&type=5",Salesforce.Advanced-Administrator-JPN.v2025-03-07.q119
