duplicate,#,question,choices,answer,explanation,source
,11,多くの品質保証技術がソフトウェアプロジェクトの欠陥を最小限に抑えるのに役立ちます。Universal Containers が CI/CD パイプラインに組み込むために推奨すべき2つの技術はどれですか？（2つ選択）,A. 自動ブラウザテスト | B. ストレステスト | C. ビジネス検証テスト | D. 静的コード品質分析,"A,D",CI/CDパイプラインに組み込む品質保証技術として、自動ブラウザテスト（UIの回帰テスト）と静的コード品質分析が推奨されます。これらは自動化しやすく継続的な品質チェックに適しています。,https://www.certlibrary.com/exam/Certified%20Development%20Lifecycle%20and%20Deployment%20Architect
,12,Universal Containers のアーキテクトは、異なる実装パートナーからの開発チームに伝えるためにアプリケーションライフサイクル管理（ALM）プロセスを文書化しています。すべての Salesforce 開発プロジェクトに適用される3つのステップはどれですか？（3つ選択）,A. テスト | B. 開発 | C. 継続的インテグレーション | D. リリースビルド | E. 変更セット,"A,B,D",SalesforceのALMプロセスに適用される3つのステップはテスト・開発・リリースビルドです。継続的インテグレーションはオプションのツールであり、変更セットは特定のデプロイメントツールです。,https://www.certlibrary.com/exam/Certified%20Development%20Lifecycle%20and%20Deployment%20Architect
,13,チームはスプリントを完了し、ビジネス承認後にこれらの変更をデプロイする予定ですが、直ちに次のスプリントを開始します。アーキテクトはどの戦略を推奨すべきですか？,A. Gitを使用して、開発ブランチからリリースブランチを作成する。すべての修正はリリースブランチで行う。デプロイ後、リリースを開発ブランチにマージする。 | B. 新しいスプリントの最初のタスクはデプロイ承認でなければならない。その後、スプリントの他のタスクを実行できる。 | C. 今後の変更を開発ブランチにマージせずにフィーチャーブランチにコミットする。開発ブランチからデプロイし、新しいスプリントフィーチャーを開発ブランチにマージする。 | D. 現在のコードをUATサンドボックスに移行し、新しいスプリントの開発を開発サンドボックスで開始する。UAT環境で修正を行い、ビジネス承認後にUATを本番環境にデプロイする。,A,スプリント完了後すぐに次のスプリントを開始する場合、Gitで開発ブランチからリリースブランチを作成し、修正はリリースブランチで行い、デプロイ後に開発ブランチにマージする戦略が最適です。,https://www.certlibrary.com/exam/Certified%20Development%20Lifecycle%20and%20Deployment%20Architect
,14,Universal Containers (UC) は AppExchange を対象とした管理パッケージを開発しました。製品には、レイアウトをカスタマイズおよび作成するための Apex コードが含まれています。UC はパッケージのテスト段階にあります。テスト中に、レイアウトの Apex コードが失敗します。なぜ Apex クラスはテスト中に対象組織のメタデータにアクセスできないのですか？,A. メタデータへのアクセスを許可する Apex 設定がオンになっていません。 | B. UC は Salesforce セキュリティレビューによって管理パッケージの認定を取得する必要があります。 | C. ソリューションには欠陥があります。UC はWeb サービス呼び出しからツール API を利用してレイアウトを変更する必要があります。 | D. UC はカスタムメタデータタイプ内で Apex 設定をオンにする必要があります。,A,管理パッケージのテスト中にApexクラスがターゲット組織のメタデータにアクセスできない理由は、メタデータへのアクセスを許可するApex設定がオンになっていないためです。認定前のパッケージはデフォルトでこの設定がオフです。,https://www.certlibrary.com/exam/Certified%20Development%20Lifecycle%20and%20Deployment%20Architect
,15,開発者が組織からメタデータを取得しようとして sfdx force:source:retrieve コマンドを実行しました。「このコマンドはSFDXプロジェクト内から実行する必要があります」というエラーが発生しました。この問題の原因として考えられる2つの理由は何ですか？（2つ選択）,A. 開発者が sfdx force:project:create コマンドを実行していなかった。 | B. 開発者はVSCode内でプロジェクトを作成しましたが、別のターミナルでコマンドを実行しました。 | C. 開発者はプロジェクトを作成しましたが、プロジェクトディレクトリの外でコマンドを実行しました。 | D. 開発者はコマンドラインの引数として-nオプションとプロジェクト名を追加するのを忘れました。,"A,C",「SFDXプロジェクト内から実行する必要があります」エラーの原因は、sfdx force:project:createコマンドを実行していないか、プロジェクトディレクトリの外でコマンドを実行したためです。,https://www.certlibrary.com/exam/Certified%20Development%20Lifecycle%20and%20Deployment%20Architect
,16,Universal Containers では、Salesforce 管理者がビジネスの指示に従って権限セットに変更を加えています。ランダムに様々な SOQL ステートメントが失敗しています。この問題を開発者の注意に早期に引き付けるためのどの戦略が推奨されますか？,A. 管理者にプロファイルのみに変更を加えるよう依頼する。 | B. 各サンドボックスが毎日更新されるようにサンドボックス更新戦略を作成する。 | C. 各権限セットを抽出してソース管理にコミットしてマージし、CIチェックを実行する。 | D. 開発者が SOQL クエリの代わりにより堅牢な SOSL クエリに切り替えるようアドバイスする。,C,権限セットの変更によりSOQLが失敗する問題を早期に検出するには、各権限セットを抽出してソース管理にコミット・マージし、CIチェックを実行することが最善です。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,17,古いレガシーシステムをSalesforceに置き換える際に、レガシーシステムからSalesforceへのデータ移行に関連するリスクを軽減するために計画が考慮すべき2つの戦略はどれですか？（2つ選択）,A. 機能に基づいてユーザーを段階的に移行し、一定期間レガシーシステムとSalesforceの並行使用を要求する。 | B. 新しいシステムに関連するデータを特定し（依存関係を含む）、データ整合性の検証のための計画/スクリプトを開発する。 | C. 完全なサンドボックス環境を使用し、テストデータ生成スクリプトを含む完全なデプロイメント計画を作成し、統合を含む完全なテストを実施する。 | D. 完全なサンドボックス環境を使用し、レガシーシステムからの実データを用いてデータ移行スクリプト/プロセスのテスト実行を実施する。,"A,D",レガシーシステムからSalesforceへのデータ移行リスク軽減策として、機能ベースの段階的ユーザー移行（並行運用期間あり）と、フルサンドボックスでの実データを使ったテスト実行が推奨されます。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,18,コード品質向上の取り組みの中で、Universal Containers (UC) はサードパーティのシステムインテグレーターに独立したコードレビューを依頼しました。フィードバックの一つは、開発チームが十分なネガティブユニットテストを行っていないことです。不十分なネガティブテストの通常の3つの症状はどれですか？（3つ選択）,A. 開発者は失敗したApex実行の詳細についてデバッグログに頼ることが多い。 | B. Apexバッチジョブがスケジュールされた時間に実行されると、全体的なApex実行エラーの数が増加する。 | C. HTTPコールアウトの応答に予期しないステータスコードがある場合、Apexプロセスが未処理例外に陥る。 | D. 開発者はエラーのスクリーンショットと正確な再現手順をテスターに常に求める。 | E. 提供されたユーザーインターフェイスは、ビジネスユーザーの期待に定期的に応えられない。,"A,B,C",ネガティブユニットテストが不十分な症状として、デバッグログへの依存、バッチジョブ実行時のApexエラー増加、予期しないHTTPステータスコードによる未処理例外が挙げられます。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,19,Universal Containers のチームは、Salesforce アプリケーションと対話するJavaアプリケーションを構築しています。SOQLクエリを使用して、より小さなSalesforce メタデータを取得および変更したいと考えています。チームはどのAPIを活用すべきですか？,A. ツール API | B. ユーザーインターフェイス API | C. メタデータ API | D. 任意の Salesforce API,A,SOQLクエリを使用してSalesforceメタデータを取得・変更するにはツールAPIを使用します。ツールAPIはメタデータをSOQLで操作できる特化したAPIです。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,20,アーキテクトがアプリケーションライフサイクル方法論をサポートするために推奨すべき3つのツールはどれですか？,A. データベース管理システム | B. バージョン管理リポジトリ | C. ミドルウェア | D. 継続的インテグレーションツール | E. 課題追跡ツール,"B,D,E",ALM方法論をサポートするツールとして、バージョン管理リポジトリ、継続的インテグレーションツール、課題追跡ツールが推奨されます。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,21,Universal Containers は、新しいプロジェクトの開発作業を開始しようとしており、完了まで数ヶ月かかります。UC は、既存のライブ機能の重大なバグをどのように対処するか懸念しています。この懸念に対処するための推奨リリース管理戦略は何ですか？,A. 進行中の開発サンドボックスに重大なバグの修正を含め、他のコードと一緒にリリースする。 | B. 専用の Developer Pro サンドボックスを使用して重大なバグを対処し、本番環境にリリースする。 | C. 開発サンドボックスで重大なバグを対処し、それらの変更を本番環境に別途プッシュする。 | D. プロジェクト終了まで別々のチームを維持し、フルコピーサンドボックスを作成してその作業をマージする。,B,数ヶ月かかる開発プロジェクトで既存機能の重大バグに対処するには、専用のDeveloper Proサンドボックスで修正し本番環境にリリースする戦略が最善です。進行中の開発と分離することで干渉を防ぎます。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,22,メタデータAPIは、ファイルベースのデプロイメントのためのdeploy()とretrieve()の呼び出しをサポートしています。retrieve()とdeploy()メソッドを直接呼び出すコードを書くための主要な2つのユースケースはどれですか？（2つ選択）,A. Developer Edition 組織でのアプリケーションのチーム開発。開発とテストを完了したら、Lightning Platform AppExchange を通じて配布される。 | B. スクラッチ組織でのカスタムアプリケーションの開発。開発とテストを完了したら、Salesforce CLI（SFDX）を使用して上位サンドボックスにデプロイされる。 | C. サンドボックス組織でのカスタマイズの開発。デプロイメントチームはAnt Migration Toolを使用してカスタマイズを上位サンドボックスにデプロイする。 | D. サンドボックス組織でのカスタムアプリケーションの開発。開発とテストを完了したら、メタデータ API を使用して本番組織にデプロイされる。,"C,D",メタデータAPIのdeploy()/retrieve()を直接呼び出すコードを書く主なユースケースは、Ant Migration Toolでのカスタマイズデプロイと、メタデータAPIを使った本番環境へのデプロイです。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,23,Salesforce でdeploy()呼び出しを使用してメタデータを削除するために必要な2つのことは何ですか？（2つ選択）,A. Package.XML ファイル | B. 最新の API バージョンを使用する必要がある | C. DestructiveChanges.xml ファイル | D. PurgeOnDelete オプションを TRUE に設定する必要がある,"A,C",deploy()呼び出しでメタデータを削除するには、Package.XMLファイルとDestructiveChanges.xmlファイルの両方が必要です。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,24,異なる Salesforce 環境間で動作するデータロード統合に取り組んでいる開発者が、1回の呼び出しまたはトランザクションで複数の関連レコードを挿入するための2つの方法はどれですか？（2つ選択）,A. REST API SObject Tree リクエスト | B. Bulk API 2.0 | C. REST API コンポジットリクエスト | D. Streaming API,"A,C",1回のトランザクションで複数の関連レコードを挿入するには、REST API SObject Treeリクエストとコンポジットリクエストを使用します。どちらも単一API呼び出しで親子関係のレコードを一括挿入できます。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,25,Universal Containers (UC) はアジャイル方法論を採用して以来、CEOはより短い期間でより多くの作業を提供するよう開発チームに要求しています。CTOは開発者がコミットした作業を提供できないと言っています。CTOの主張を裏付けるためにアジャイルツールでどのような証拠を集めることができますか？,A. 完了の定義（DoD） | B. チームがスプリントごとに早く完了することを示すバーンダウンチャート | C. 常に最大許可量の作業が進行中（WIP）であることを示すカンバンボード | D. チームがスプリントごとに予測を達成できていないことを示すバーンダウンチャート,D,CTOの主張（開発者がコミットした作業を提供できない）を裏付ける証拠は、バーンダウンチャートでチームがスプリントごとの予測を達成できていないことを示すデータです。,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,26,Universal Containers (UC) は数ヶ月後に予定されている新しい Salesforce リリースに向けて準備しており、影響を受ける可能性のある複数の進行中の開発プロジェクトがあります。このリリースに向けてUCのチームが取るべき3つのステップはどれですか？（3つ選択）,A. フルサンドボックスをアップグレードするスケジュールを設定するためにSalesforceに連絡する。 | B. リリースプレビューウィンドウ中にサンドボックスを更新して、来たるリリースを確保する。 | C. アップグレードされたサンドボックスで回帰テストを実行して、アップグレードの問題を検出する。 | D. 自動的に有効化される機能と技術的負債についてリリースノートを確認する。 | E. SOAP 統合を最新の WSDL にできるだけ早くアップグレードする。,"B,C,D",新しいSalesforceリリース準備の3ステップは、リリースプレビューウィンドウ中のサンドボックス更新、アップグレードされたサンドボックスでの回帰テスト実行、自動有効化機能と技術的負債についてのリリースノート確認です。,https://www.pass4success.com/salesforce/exam/development-lifecycle-and-deployment-architect
,27,Universal Containers (UC) は大規模なユーザーベース（300人以上）を持ち、8年前にSalesforceシステムインテグレーターパートナーによって実装されました。それ以来、さまざまなベンダーと社内チームによって多数の変更が加えられています。新しいテクニカルアーキテクトが組織のコードを評価する際に期待する3つの問題はどれですか？（3つ選択）,A. 同じオブジェクトに複数のトリガーがあり、操作の順序を理解するのが困難。 | B. 複数のユニットテストの失敗が発生する。 | C. Salesforceのアップグレードによる機能の破損。 | D. 類似タスクを実行するVisualforceページとApexクラス全体でのロジックの重複。 | E. 不要になったカスタムビルドのJSON文字列操作クラス。,"A,D,E",8年間多くのベンダーが関わったコードで予想される問題は、同一オブジェクトへの複数トリガー、Visualforceページ・Apexクラス間でのロジック重複、不要になったカスタムJSON文字列操作クラスです。,https://www.pass4success.com/salesforce/exam/development-lifecycle-and-deployment-architect
,28,Universal Containers は、異なるビジネスライン（LOB）向けに複数の Salesforce 組織を使用しています。最近の分析で、アーキテクトは異なる組織から顧客データを収集することでより完全な顧客ビューを持てることを発見しました。,A. 各組織が他のすべての組織に直接接続して顧客データを読み書きできる完全グラフのマルチ組織戦略を実装する。 | B. マルチ組織から単一組織戦略に移行し、顧客データを統合する。 | C. 単一パッケージのマルチ組織戦略を実装し、すべての組織に管理パッケージを開発してデプロイし、異なる組織から顧客360度ビューを読み取って統合する。 | D. ハブアンドスポークのマルチ組織戦略を実装し、単一の組織（顧客データのマスター）に顧客データを統合し、LOB組織がそこから読み書きできるようにする。,"C,D",複数組織から完全な顧客ビューを得るには、単一パッケージのマルチ組織戦略（共通管理パッケージ）またはハブアンドスポーク戦略（単一組織に顧客データを統合）が推奨されます。,https://www.pass4success.com/salesforce/exam/development-lifecycle-and-deployment-architect
,29,変更セットに関してアーキテクトが推奨すべき3つの考慮事項はどれですか？（3つ選択）,A. 変更セットは自動化できない。 | B. 変更セットはデプロイ前に検証できない。 | C. 変更セットは同じ本番組織に関連する組織間では使用できない。 | D. 変更セットはロールバックできない。 | E. 変更セットは本番Salesforce組織間で再利用できない。,"A,D,E",変更セットの3つの考慮事項：変更セットは自動化できない、ロールバックできない、本番Salesforce組織間で再利用できないです。変更セットはデプロイ前に検証可能で、同じ本番組織に関連する組織間で使用できます。,https://www.pass4success.com/salesforce/exam/development-lifecycle-and-deployment-architect
,30,Northern Trail Outfitters (NTO) は Eastern Trail Outfitters (ETO) を買収しました。NTOの営業リーダーシップチームはETOのSales OptimizationアプリのEXPに経験があり、このアプリがNTOの営業チームに役立つとフィードバックしています。最短の時間でETOのSales OptimizationアプリをNTOのSalesforce組織に取り込むために、アーキテクトはどのオプションを推奨すべきですか？,（選択肢データ不完全）,D,選択肢データが不完全のため解説不可。元の答えDを維持します。,https://www.examtopics.com/exams/salesforce/certified-development-lifecycle-and-deployment-architect/view/
,31,Salesforceでテストデータを作成するための推奨される2つの方法はどれですか？（2つ選択）,（選択肢データ不完全）,"B,C",選択肢データが不完全のため解説不可。元の答えを維持します。,https://www.examtopics.com/exams/salesforce/certified-development-lifecycle-and-deployment-architect/view/
,32,Universal Containers (UC) は、それぞれの Salesforce 組織を持つ他の会社を最近買収しました。これらの会社は新しいUCビジネスユニットとして統合されました。CEOはアーキテクトに組織戦略を見直すよう依頼しました。考慮すべき2つの主な要因：CEOはすべてのビジネスユニット間でビジネスプロセスの標準化を望んでいる。ビジネスユニットが異なる顧客と専門知識を持っているため、ビジネスプロセスの統合は不要。このシナリオでアーキテクトが推奨すべき組織戦略とその理由は何ですか？,（選択肢データ不完全）,D,選択肢データが不完全のため解説不可。元の答えDを維持します。,https://www.examtopics.com/exams/salesforce/certified-development-lifecycle-and-deployment-architect/view/
,33,Universal Containers (UC) は Salesforce Sales Cloud に移行し、オンプレミスのホームグロウンシステムを廃止する予定です。プロジェクトの一環として、UC は500万の取引先、1000万の取引先担当者、500万のリードをSalesforceに移行する必要があります。データ移行の一部としてテストすべき3つの領域はどれですか？（3つ選択）,（選択肢データ不完全）,"C,D",選択肢データが不完全のため解説不可。元の答えを維持します。,https://www.examtopics.com/exams/salesforce/certified-development-lifecycle-and-deployment-architect/view/
,34,Universal Containers (UC) には、独立して運営される 2 つの子会社があります。UC は、子会社ごとに 1 つずつ、合計 2 つの別個の Salesforce 組織を運用することを決定しました。ただし、2 つの組織間の特定の機能とプロセスは標準化する必要があります。カスタマイズを一度開発し、両方の組織で利用できるようにするには、UC が取るべき 2 つのアプローチはどれですか? 2 つの答えを選択してください,A. サンドボックスで機能を開発し、両方の本番組織にデプロイします。 | B. Salesforce-to-Salesforce を設定して、ある組織から別の組織に機能をデプロイします。 | C. サンドボックスに管理パッケージを作成し、両方の本番組織にデプロイします | D. Developer Edition 組織でパッケージを作成し、両方の本番組織にデプロイします,"C,D",2つの子会社に同じカスタマイズをデプロイするには、サンドボックスで管理パッケージを作成して両本番組織にデプロイする方法と、Developer Edition組織でパッケージを作成してデプロイする方法があります。Salesforce-to-SalesforceはコードのデプロイではなくレコードのShare機能です。,https://www.freecram.com/Salesforce-certification/Development-Lifecycle-and-Deployment-Architect-JPN-exam-questions.html?p=7
,35,高度に規制され、監査された環境で本番環境に変更を加える場合、考慮すべき 2 つのオプションはどれですか?2 つの答えを選択してください,A. ホットフィックスを含むすべての変更は、セキュリティ原則に照らしてレビューする必要があります。 | B. 手動手順を実行する必要はありません。 | C. デプロイ後、開発チームは実稼働環境で機能をテストおよび検証する必要があります。 | D. 運用上の変更には関係者の明示的な承認が必要です。,"A,D",高度に規制・監査された環境での本番変更では、すべての変更はセキュリティ原則に照らしてレビューされ、変更には関係者の明示的な承認が必要です。,https://www.freecram.com/Salesforce-certification/Development-Lifecycle-and-Deployment-Architect-JPN-exam-questions.html?p=7
,36,Universal Containers (UC) は、過去 6 年間、50% のカスタム コードで Salesforce を使用してきました。UC は最近、継続的インテグレーションを実装しました。UC は、新しい機能によってテストが無効になるたびに、古いテスト クラスを改善したいと考えています。UC はまた、必要な導入時間を短縮したいと考えています。建築家は何を推奨すべきですか?,A. サンドボックスではテスト クラスを実行せず、本番環境ではすべてのテスト クラスを実行しないでください。 | B. テスト クラスはサンドボックスでは実行できません。 | C. サンドボックスですべてのテスト クラスを実行し、運用環境でテスト クラスを選択します。 | D. A サンドボックスおよび本番環境ではテスト クラスを実行しないでください。,C,CIを実装後にテストクラスを改善しデプロイ時間を短縮するには、サンドボックスですべてのテストを実行し、本番環境では選択したテストを実行する方法が最適です。,https://www.freecram.com/Salesforce-certification/Development-Lifecycle-and-Deployment-Architect-JPN-exam-questions.html?p=8
,37,変更セットのデプロイ中に発生する可能性のある遅延を回避するために、テクニカル アーキテクトは何を推奨しますか?,A. デプロイ前に変更セットを手動で検証します。 | B. フィールド タイプの変更を手動で適用します。 | C. 変更セットのパフォーマンスは、含まれているコンポーネントには依存しません。 | D. 新しいカスタム オブジェクトと新しいカスタム フィールドを手動で作成します。,A,変更セットのデプロイ中の遅延を回避するには、デプロイ前に変更セットを手動で検証（バリデーション）することが推奨されます。検証でテストを事前に実行し、本番デプロイ時はクイックデプロイを使用できます。,https://www.freecram.com/Salesforce-certification/Development-Lifecycle-and-Deployment-Architect-JPN-exam-questions.html?p=8
,38,Universal Containers (UC) は、複雑なシステム環境を抱える大企業です。UC は現在、Salesforce DevOps を中心とした新しいインフラストラクチャと戦略を展開しています。UC がサポートを検討している主要な機能には、展開後のメタデータのロールバック、および展開の問題、システム バグ、ダウンストリーム システムの停止からの回復に役立つデータのバックアップと復元があります。業界の規制により、UC は問題から回復してロールバックする戦略を提供できなければなりません。規制当局は、UC が現在これらを提供していないことを発見し、準拠を維持するためにできるだけ早く提供する必要があります。建築家は何をアドバイスすべきでしょうか?,A. サードパーティ製品と AppExchange 製品を評価します。 | B. Salesforce はすべてのデータをバックアップし、顧客のリクエストに応じてデータを復元します。 | C. Salesforce 用の機能ロールバックおよびデータ復元ツールをカスタム構築します。 | D. Salesforce ではロールバックが不可能であることを関係者にアドバイスします。,A,メタデータのロールバックとデータバックアップ・復元機能を必要とする場合、サードパーティ製品とAppExchange製品を評価することが推奨されます。SalesforceネイティブではこれらをカバーするパスはないためAppExchangeで対応します。,https://www.freecram.com/Salesforce-certification/Development-Lifecycle-and-Deployment-Architect-JPN-exam-questions.html?p=8
,39,Universal Containers は、アジャイル プロセスをサポートするソフトウェア ツールを定義しましたが、開発チームは進行中の作業のステータスを定期的に更新していません。この悪い慣行によってスクラムのどのような価値が損なわれますか?またその理由は何ですか?,A. 勇気。チームは進捗状況について透明性を保ち、助けが必要な場合は声を上げる必要があるからです。 | B. 集中します。チームはアジャイル プロセスの期待されるアクティビティに集中していないためです。 | C. コミットメント。チームはアジャイル手法に従うことにコミットしていないため。 | D. オープン性。チームは新しい方法論を受け入れないため。,A,作業ステータスを定期的に更新しないという悪習により損なわれるスクラムの価値は「勇気（Courage）」です。進捗についての透明性を保ち、助けが必要な場合に声を上げることがスクラムの勇気の原則です。,https://www.freecram.com/Salesforce-certification/Development-Lifecycle-and-Deployment-Architect-JPN-exam-questions.html?p=8
