duplicate,#,question,choices,answer,explanation,source
,11,Universal Containers (UC) is implementing Salesforce and wants the custom code to be unit tested for all the adverse conditions. Which two best practices should an Architect recommend while implementing Test Classes? Choose 2 answers,A. Test classes should not create custom setting data. | B. Test classes must use existing data in the environment. | C. Execute test classes under various profiles | D. Test data must have positive as well as negative data.,"C,D",Executing test classes under various profiles (C) ensures that permission-based scenarios are covered. Test data must include both positive and negative cases (D) to validate expected outcomes and error handling. Custom setting data CAN be created in test classes (A is incorrect). Using existing org data (B) violates test isolation best practices.,https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=3
,12,"Universal Containers (UC) has received feedback from the field on several new feature requests that in business goals, UC is looking for a way to quickly get feedback and prioritize these requests. Which two options should an Architect recommend? Choose 2 answers",A. Present the feature requests at a Center of Excellence meeting. | B. Create design standards around the new features being requested. | C. Send the requests to IT for a formal review at the end of the year. | D. Bring the feature request to the Test Manager to gain quality checks. | E. Create the backlog or priority list in a project management tool.,"A,E","Presenting feature requests at a Center of Excellence meeting (A) engages the governance body for proper evaluation and prioritization. Creating a backlog or priority list in a project management tool (E) formalizes tracking and enables stakeholder alignment. Taking requests to the Test Manager (D) is incorrect — the Test Manager role is not responsible for feature prioritization. [CORRECTED from A,D to A,E]",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=3
,13,"Universal Containers (UC) is embarking on a large program of work, with different projects and different vendors. UC created a center of excellence (COE) that is struggling with scope creep between the different projects.What role should the architect suggest be added to the COE?",A. Change managers | B. Scrum master | C. Release managers | D. Product owner,A,"A Change Manager (A) is the appropriate role to add to a COE struggling with scope creep between projects — they oversee the change control process, evaluate impact of scope changes, and prevent unauthorized scope expansion across multiple projects. A Scrum Master (B) operates within a single scrum team. Release Managers (C) focus on deployments. Product Owners (D) own the backlog for one product stream. [CORRECTED from B to A]",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=3
,14,Universal Containers (UC) is considering updating their Salesforce Release Management process. Which three best practices should UC consider for Version Control? Choose 3 answers,A. Maintain a single repository for application with individual branches for projects. | B. Maintain separate developer branches for minor and major releases. | C. Maintain unrestricted access to the release sandboxes for all changes being deployed. | D. Maintain a single entry point for production from the master branch. | E. Automation is a must with various application branches in the repository.,"A,B,D",Maintaining a single repository with individual branches per project (A) enables isolation. Maintaining separate developer branches for minor/major releases (B) supports controlled merging. A single entry point to production from the master branch (D) enforces a controlled release gate. Unrestricted access to release sandboxes (C) introduces significant deployment risk.,https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=3
,15,Universal containers is looking to install a new application to enable advanced quoting in its current Professional Edition org. The org is near capacity with object and tab limits. Which two solutions should the Architect recommend? Choose 2 answers,A. Create and install an unmanaged package | B. Upgrade to an Enterprise Edition org | C. Install an Aloha certified App | D. Buy more user licenses to increase org limits,"B,D",Upgrading to Enterprise Edition (B) removes Professional Edition object and tab limits. Installing an Aloha Certified AppExchange app (C) is valid because certified AppExchange managed packages do not count against Professional Edition custom object/tab limits. Simply buying user licenses (D) does not increase object or tab limits. An unmanaged package (A) would consume more of the limited slots.,https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=3
,16,Universal Containers is a global organization that maintains regional production instances of Salesforce. One region has created a new application to track shipping containers.The CIO has requested that this new application be used globally by all the Salesforce instances and further maintained and modified regionally by local administrators.Which two deployment tools will support the request?Choose 2 answers,A. Change Sets B | B. ANT Migration Tool | C. VS Code with Salesforce Extension | D. Developer Console,"B,C",ANT Migration Tool (B) is scriptable and can deploy metadata to any Salesforce org globally. VS Code with Salesforce Extension (C) also supports retrieving and deploying metadata to any authorized org via SFDX CLI. Change sets (A) are restricted to orgs within the same Salesforce org network (same instance). Developer Console (D) cannot cross-org deploy.,https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=4
,17,"Universal Containers has several concurrent projects building new functionality, fixing bugs, and modifying existing functionality. Management would like features to be available to users as quickly as possible, even if the entire project is incomplete. What should an Architect recommend to maintain quality?","A. Require developers to deploy completed code and unit tests directly to production | B. Use a spreadsheet to track approved changes that should be released with change sets | C. Deploy all functionality together to ensure all functionality works together without error | D. Utilize automated source control, test, and build systems to test and deploy to production",D,"Automated source control, test, and build systems (CI/CD pipelines) enable features to be deployed independently as soon as they are complete, while maintaining quality through automated testing. This satisfies both the speed and quality requirements. Manual spreadsheets (B) are error-prone, deploying directly to production (A) skips QA, and waiting for all functionality (C) defeats the goal of rapid availability.",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=4
,18,Universal Containers (UC) has used Salesforce for the last 6 years with 50% custom code. UC has recently implemented continuous integration. UC wants to improve old test classes whenever new functionality invalidates tests. UC also wants to reduce the deployment time required. What should Architect recommend?,A. Test classes cannot be executed in sandboxes. | B. A Do not execute any test classes in sandboxes and Production. | C. Do not execute test classes in sandboxes and all test classes in Production. | D. Execute all test classes in sandboxes and selected test classes in Production.,D,"Running all test classes in sandboxes validates full coverage and catches regressions during development. Running selected (specified) tests in production reduces deployment time while satisfying Salesforce's 75% coverage requirement. Tests CAN be run in sandboxes (A,B are wrong). Running no tests in production (C) is invalid; all tests would be required if RunSpecifiedTests is not used.",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=4
,19,"Universal Containers recently added a new sales division to theEnsure that Record Type Ids match both Productiowhen migrating to Production, the Developer reports that Unit Tests are failing. What should an Architect do to ensure tests execute predictably?",A. Ensure executed Apex test run as valid users | B. Ensure unit tests execute with seeAllData=true | C. Ensure that Record Type Ids match both Production and Sandbox orgs | D. Ensure unit tests generate their own test data,D,"Unit tests should generate their own test data (D) to ensure predictability regardless of org state, including Record Type IDs that can differ between environments. Using seeAllData=true (B) causes test failures if expected data is absent. Manually matching Record Type IDs (C) is fragile and does not scale across environments.",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=4
,20,"At any given time, Universal Containers has 10 Apex developers building new functionality and fixing bugs. Which branching strategy should an Architect recommend that mitigates the risk of developers overwriting others changes?","A. Have all developers work in the same branch, continuously testing for regressions | B. Have developers work in separate branches and merge their changes in a common branch for testing | C. Have all developers build new functionality in new branches, but fix bugs in the HEAD | D. Don't use source control. Rely on Salesforce's built-in conflict detection mechanism",B,Having developers work in separate branches and merge into a common integration branch for testing (B) is the standard branching strategy that prevents developers from overwriting each other's changes. Working in the same branch (A) leads to conflicts. Relying on Salesforce's conflict detection (D) is not a version control strategy. Option C creates inconsistency between feature and bug fix branches.,https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=4
,21,Salesforce has three major releases a year.Which type of change introduced by a release can cause automated browser tests to need updating?,A. Metadata schema changes | B. New standard fields | C. DOM changes | D. New Apex methods,C,"DOM (Document Object Model) changes in Salesforce releases alter the HTML structure, element IDs, and CSS selectors used by the UI, which breaks automated browser tests that rely on those selectors. Metadata schema changes (A) affect API tools. New fields (B) and Apex methods (D) do not impact browser-level UI test scripts.",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=5
,22,"A developer was trying to retrieve the metadata from an org and ran the sfdx force:source:retrieve command. When the command was run, the developer received the error message: ""This command is required to run from within an SFDX project"" What can be two possible reasons that caused this problem? Choose 2 answers","A. The developer forgot to add the -n option with a project name as a command line argument. | B. The developer created the project within VSCode, but ran the command in a separate terminal. | C. The developer created the project, but ran the command outside of the project directory. | D. The developer hadn't run the sfdx force:project:create command.","C,D","The error 'required to run from within an SFDX project' occurs when the developer ran the command outside the project directory (C) or never created the project using sfdx force:project:create (D). Running in a separate terminal (B) only causes the issue if the working directory is wrong. The -n option (A) is for project creation, not source retrieval.",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=5
,23,"Universal Containers has automated its deployment process using Metadata API. However, they found that Metadata API doesn't support all the components yet. What should be done to address this?",A. Deploy unsupported components manually before/after deployment. | B. Use AppExchange products to deploy unsupported components. | C. Use the force.com IDE for deploying the unsupported components. | D. Use change sets for deploying all the unsupported components.,A,"Same principle as Q6: when Metadata API does not support certain components, the recommended approach is to deploy those components manually before or after the API-driven deployment. This is the documented Salesforce best practice for unsupported metadata types.",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=5
,24,"Universal Containers (UC) is preparing for the new Salesforce release in a couple of months, and has several ongoing development projects that may be affected. Which three steps should the team at UC take to prepare for this release? Choose 3 answers",A. Upgrade any SOAP integrations to the newest WSDL as early as possible | B. Run regression tests in an upgraded sandbox to detect any issues with the Upgrade. | C. Refresh a Sandbox during the Release Preview Window to ensure they have the upcoming release. | D. Review the release notes for automatically-enabled features and technical debt. | E. Contact Salesforce to schedule a time to upgrade the full Sandbox.,"B,C,D",Running regression tests in an upgraded sandbox (B) detects issues with the upcoming release. Refreshing a sandbox during the Preview Window (C) gives access to the pre-release version for early testing. Reviewing release notes for auto-enabled features and technical debt (D) is essential preparation. Upgrading SOAP WSDLs too early (A) is risky; scheduling a pod upgrade (E) is not a customer option.,https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=5
,25,Universal Containers (UC) is implementing Salesforce for the first time. Their legacy CRM system is an on premise home-grown application written in Java. UC plans to implement a continuous integration process that mirrors their current standard. Under what conditions should an Architect recommend against continuous integration?,A. The client does not have budget for additional software | B. Test scripts will be generated as part of the testing phase | C. There isn't a full sandbox available to leverage | D. The Salesforce instance has only standard functionality,D,"CI provides the most value when there is custom code to compile, test, and automate. For an org with only standard Salesforce functionality (D), CI adds process overhead without proportional benefit since there is no custom code to test. Budget constraints (A), test script availability (B), and lack of a full sandbox (C) are not valid contraindications for CI when custom code exists.",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=5
,26,"Universal Containers has dozens of independent user acceptance and functional teams that need to test independently in isolation, and on current production data that was modified within the last week. Which Sandbox type should a Technical Architect recommend?",A. Developer Pro Sandbox | B. Partial Copy Sandbox | C. Developer Sandbox | D. Full Sandbox,D,"A Full sandbox is required when dozens of independent teams need both isolation AND current production data updated within the last week. Only a Full sandbox provides a complete copy of production data that can be refreshed regularly. Partial Copy sandboxes (B) have data volume limits. Developer/Developer Pro sandboxes (A,C) have very limited data storage capacity.",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=6
,27,Universal Containers has written several validation rules and workflow rules for the lead object. Which two test types should an Architect suggest to ensure that a large inbound call center does not experience platform slowdowns under high call volume for the Lead object? Choose 2 answers,A. Unit Test | B. Performance Test | C. Load Test | D. Stress Test,"B,C","Performance testing (B) measures response time and throughput under realistic load, directly relevant to response time SLAs. Load testing (C) measures system behavior under the expected peak concurrent user volume. Unit tests (A) test logic in isolation. Stress testing (D) pushes beyond normal operating limits and is a separate concern from measuring response time under expected load.",https://www.freecram.com/Salesforce-certification/Plat-Arch-202-exam-questions.html?p=6
,28,"Universal Containers has a highly customized Salesforce org, with many different pieces of configuration and code. Which configuration item should be covered by executable tests?",A. Active Process Builders | B. Validation Rules | C. Workflow Rules | D. Case Assignment Rules,A,"Active Process Builders (and Flows) contain executable logic that can and should be covered by automated test execution. Validation rules (B), workflow rules (C), and assignment rules (D) are declarative configurations that execute through DML operations in test classes but are not themselves executable test targets — they are tested indirectly.",https://www.certlibrary.com/exam/Certified%20Development%20Lifecycle%20and%20Deployment%20Architect
,29,"At Universal Containers, Salesforce administrators are making changes to the permission sets under instruction from the business. Randomly, various SOQL statements are failing. What strategy could be advised to bring this issue to the developer's attention earlier?","A. Ask administrators to only make changes to profiles instead. | B. Create a sandbox refresh strategy to ensure each sandbox is refreshed every day. | C. Extract each permission set, commit and merge to source control, and run through CI checks. | D. Advice developers to switch to SOSL queries that are more robust instead.",C,"Extracting permission sets, committing them to source control, and running them through CI checks (C) creates an automated pipeline that catches permission set changes breaking SOQL queries early, before they reach production. Switching to profiles (A) doesn't solve the root issue. Daily sandbox refreshes (B) are excessive overhead. Switching to SOSL (D) avoids fixing the underlying problem.",https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,30,"When replacing an old legacy system with Salesforce, which two strategies should the plan consider to mitigate the risks associated with migrating data from the legacy system to Salesforce? Choose two answers","A. Migrate users in phases based on their functions, requiring parallel use of legacy system and Salesforce for certain period of time. | B. Identify the data relevant to the new system, including dependencies, and develop a plan/scripts for verification of data integrity. | C. Use a full sandbox environment for all the systems involved, a full deployment plan with test data generation scripts, and full testing including integrations. | D. Use a full sandbox environment and perform test runs of data migration scripts/processes with real data from the legacy system.","A,D",Migrating users in phases with parallel operation of legacy and Salesforce systems (A) reduces cutover risk. Performing test runs of migration scripts with real production data in a full sandbox (D) validates scripts and data quality before go-live. Option B (identifying data relevance) is important planning but less specifically about mitigating migration risk. Option C describes a testing environment strategy rather than a data migration risk mitigation.,https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,31,"In the effort of improving the code quality, Universal Containers (UC) has asked a third-party system integrator to perform some independent code reviews. One piece of the feedback is the development team is seemingly not doing enough negative unit testing. Which are three usual symptoms of inadequate negative tests?","A. Developers often have to turn to the debug log for details of the failed Apex executions. | B. When an Apex batch job runs at a scheduled time, an increased number of Apex execution errors occur over all. | C. An Apex process runs into an un-handled exception when an HTTP callout has an unexpected status code in the response body. | D. Developers constantly ask the testers for a screenshot of the error and the exact steps of reproducing the error. | E. The delivered user interfaces are regularly not meeting the expectations of the business users.","A,B,C","Symptoms of inadequate negative testing include: relying on debug logs for failed execution details (A) indicating missing exception handling tests; increased batch job errors (B) indicating untested edge cases in async processing; and unhandled exceptions for unexpected HTTP status codes (C) indicating missing negative callout test coverage. Options D and E relate to communication and UI expectations, not negative unit test coverage gaps.",https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,32,The team at Universal Containers is building an application on Java that will interact with its Salesforce application. They want to use SOQL queries to retrieve and make changes to smaller pieces of Salesforce metadata through this application. Which API should the team leverage?,A. Tooling API | B. User Interface API | C. Metadata API | D. Any Salesforce API,A,"The Tooling API is purpose-built for querying and manipulating Salesforce metadata via SOQL-like queries (e.g., querying ApexClass, CustomField records), making it ideal for client applications that need to retrieve and modify smaller pieces of metadata. The Metadata API (C) uses XML/ZIP-based retrieve/deploy operations rather than SOQL.",https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,33,By to What three tools should an architect recommend to support application lifecycle methodology?,A. Database management systems | B. Version control repository | C. Middleware | D. Continuous integration tool | E. Issue tracking tool,"B,D,E","A Version Control Repository (B) tracks all code and configuration changes with history. A Continuous Integration tool (D) automates builds, tests, and validation. An Issue Tracking tool (E) manages work items, defects, and features. Database management systems (A) and middleware (C) are infrastructure components, not ALM tooling.",https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,34,Universal Containers is about to begin Development work on a new project in their Salesforce org that will take many months to complete. UC is concerned about how critical bugs will be addressed for existing live functionality. What is the recommended release management strategy to address this concern?,A. Include fixes for critical bugs in the ongoing Development sandboxes so that they will be released with the other code. | B. Utilize a dedicated developer pro sandbox to address critical bugs and release to production. | C. Address critical bugs in the Development sandboxes and push those changes to production separately. | D. Keep teams separate until the end of the project and create a Full Copy sandbox to merge their work then.,B,"Using a dedicated Developer Pro sandbox for critical hotfixes (B) allows urgent production bugs to be fixed and tested in isolation, then deployed quickly without being blocked by or disrupting ongoing development work in other sandboxes. This is the standard hotfix branch/environment strategy.",https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,35,Metadata API supports deploy () and retrieve () calls for file-based deployment. Which two scenarios are the primary use cases for writing code to call retrieve () and deploy () methods directly? Choose two answers,"A. Team development of an application in a Developer Edition organization. After completing development and testing, the application is Distributed via Lightning Platform AppExchange. | B. Development of a custom application in a scratch org. After completing development and testing, the application is then deployed into an upper sandbox using Salesforce CLI (SFDX) | C. Development of a customization in a sandbox organization. The deployment team then utilize the Ant Migration Tool to deploy the customization to an upper sandbox for testing. | D. Development of a custom application in a sandbox organization. After completing development and testing, the application is then deployed Into a production organization using Metadata API.","C,D","Writing code to call retrieve() and deploy() directly is appropriate for: using the Ant Migration Tool which wraps these API calls (C); or building a custom application that deploys to a production org (D). AppExchange package distribution (A) uses the packaging framework, not direct API calls. SFDX scratch org deployments (B) use the CLI which abstracts the API calls differently.",https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,36,What two things are required to delete metadata using a deploy() call in Salesforce? Choose two answers.,A. Package.XML file. | B. The CURRENT API version must be used. | C. DestructiveChanges.xml file. | D. PurgeOnDelete option must be set to TRUE.,"A,C","To delete metadata via deploy(), a package.xml manifest (A) is required to define the deployment structure, and a destructiveChanges.xml file (C) lists the components to be deleted. The PurgeOnDelete option (D) is optional (determines whether deleted components bypass the recycle bin). Using the current API version (B) is not a strict requirement.",https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,37,Which two ways should a developer working on a data loading integration that operates between different Salesforce environments insert multiple related records in one call or transaction?,A. REST API SObject Tree Request | B. Bulk API 2.0 | C. REST API Composite Request | D. Streaming API,"A,C","REST API SObject Tree Request (A) inserts a parent record with related children in a single API call, preserving relationships. REST API Composite Request (C) bundles multiple API operations into a single HTTP request that can be executed transactionally. Bulk API 2.0 (B) is for large-volume asynchronous operations. Streaming API (D) is for event-driven notifications, not record inserts.",https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,38,"Since Universal Containers (UC) has adopted agile methodologies, the CEO is requesting the development teams to deliver more and more work in shorter time frames. The CTO responds by saying the developers are not able to deliver the jobs they are committing to. What evidence can be gathered in an agile tool to support the CTO’s claims?","A. The definition of done (DoD) | B. A burndown chart showing team finishes early sprint after sprint | C. A Kanban board showing there’s always the maximum allowed amount of work in progress (WIP) | D. A burndown chart showing the team misses their forecast sprint after sprint Answers: Question: 01 Answer: c Question: 02 Answer: a, d Question: 03 Answer: a, b, c Question: 04 Answer: a Question: 05 Answer: b, d, e Question: 06 Answer: b Question: 07 Answer: c, d Question: 08 Answer: a, c Question: 09 Answer: a, c Question: 10 Answer: d Note: Please update us by writing an email on feedback@vmexam.com for any error in Salesforce Certified Platform Development Lifecycle and Deployment Architect certification exam sample questions Select ratingPoorOkayGoodGreatAwesomePoorOkayGoodGreatAwesome Rating: 5 / 5 (76 votes) Plat-Arch-202 Platform Development Lifecycle and Deployment Architect | Plat-Arch-202 Questions | Plat-Arch-202 Simulation Questions | Plat-Arch-202 | Salesforce Certified Platform Development Lifecycle and Deployment Architect Questions and Answers | Platform Development Lifecycle and Deployment Architect Mock Test | Salesforce Platform Development Lifecycle and Deployment Architect Exam Questions | Platform Development Lifecycle and Deployment Architect Mock Exam | Platform Development Lifecycle and Deployment Architect Exam Prep Guide | Platform Development Lifecycle and Deployment Architect Study Guide | Platform Development Lifecycle and Deployment Architect | Platform Development Lifecycle and Deployment Architect Certification Sample Questions | Salesforce Platform Development Lifecycle and Deployment Architect Certification Blogs Why the AP-221 Certification is Your Next Big Career Move in Salesforce? Expert Guide: Master Salesforce Consumer Goods Cloud Trade Promotion Management Accredited Professional Transform Your Career with Salesforce Financial Services Cloud Accreditation Is Salesforce Data Cloud Certification the Right Choice for You? Master the Salesforce CRM Analytics and Einstein Discovery Consultant Exam more Money Back Guarantee Testimonial FAQs Privacy Policy Terms and Conditions About Us Join Us Contact Us window.dataLayer = window.dataLayer || []; function gtag(){dataLayer.push(arguments);} gtag('js', new Date()); gtag('config', 'G-6G4FXJE39E'); All trademarks, service marks, trade names, trade dress, product names and logos appearing on the site are the property of their respective owners. The site www.vmexam.com is in no way affiliated with any of these Cloud and VM Certification Providers. Copyright © 2026 www.vmexam.com. All rights reserved. pss_page | by Dr. Radut",D,"A burndown chart showing the team consistently missing their sprint forecast sprint after sprint (D) provides empirical, quantitative evidence that developers are not delivering what they commit to — directly supporting the CTO's position. A Kanban WIP board (C) shows flow issues but is less specific to sprint commitment. Option A and B do not directly address delivery performance.",https://www.vmexam.com/salesforce/salesforce-development-lifecycle-and-deployment-architect-certification-exam-sample
,39,"Universal Containers has a highly customized Salesforce org, with many different pieces of configuration and code.Which configuration item should be covered by executable tests?",A. Active Process Builders | B. Validation Rules | C. Workflow Rules | D. Case Assignment Rules Expose Correct Answer Answer : A Next Question,A,"Active Process Builders contain executable automation logic that should be covered by executable tests. Validation rules, workflow rules, and case assignment rules are declarative configurations tested indirectly through DML in test classes, not directly by executable test frameworks.",https://www.certlibrary.com/exam/Certified%20Development%20Lifecycle%20and%20Deployment%20Architect
,40,"The CTO at Universal Containers decided to implement the Scrum framework for its agile teams, and communicated a set of Scrum principles to the company.Which describes a Scrum principle?","A. Respect other teams by not doing their work (a developer should not test the software). | B. Create transparency by being honest and clear about timing, planning, and obstacles. | C. Embrace change by working on a different scope every day. | D. Deliver working software, so if a software component is working, avoid",B,"A Scrum principle is creating transparency by being honest and clear about timing, planning, and obstacles (B). Scrum encourages cross-functional teams where developers also test (A is anti-Scrum). Working on different scope daily (C) violates the sprint commitment principle. Avoiding changes to working software (D) contradicts the agile principle of welcoming change.",https://www.certlibrary.com/exam/Certified%20Development%20Lifecycle%20and%20Deployment%20Architect
