duplicate,#,question,choices,answer,explanation,source
,11,Universal Containersは、アカウントの組織全体の共有のデフォルトをプライベートに設定し、特定のデータアクセスポリシーに基づいてアクセスを拡張するための共有ルールを作成しました。アーキテクトは、主要な顧客アカウントの特定のセットへのアクセスをレビューするように依頼されました。このレビューはどのように行われるのでしょうか?,A. アカウント共有テーブルをエクスポートして確認します。 | B. 管理コンソールで共有に関するレポートを実行します。 | C. 各ユーザーとしてログインし、すべてのアカウントのリスト ビューを実行します。 | D. 各顧客アカウントの [共有] ボタンを使用します。,A,"A. アカウント共有テーブルをエクスポートして確認します。
正解です。アカウント共有テーブルには、アカウントへのアクセス許可に関する詳細情報が格納されており、主要な顧客アカウントのアクセスをレビューするのに最も正確で効率的な方法です。

B. 管理コンソールで共有に関するレポートを実行します。
不正解です。Salesforceには「共有」に関する専用のレポート機能はありません。共有情報を確認するには、共有テーブルをエクスポートする必要があります。

C. 各ユーザーとしてログインし、すべてのアカウントのリスト ビューを実行します。
不正解です。各ユーザーとしてログインして確認する方法は非常に非効率的で、すべてのユーザーを確認するのは現実的ではありません。

D. 各顧客アカウントの [共有] ボタンを使用します。
不正解です。[共有] ボタンを使用すると個別のアカウントの共有設定を確認できますが、大規模なレビュー作業には適しません。",
,12,「レコードアクセス」のパフォーマンスを向上させるために、アーキテクトがレビューすべき3つの領域はどれですか？,"A. カスタムオブジェクトデータ。これを参照するカスタムオブジェクトが10,000を超えるアカウントがないことを確認します。 | B. 商談データ。関連する商談レコードが10,000を超える取引先がないことを確認します。 | C. レコードの所有権。システム内で10,000を超えるオブジェクトレコードを所有するユーザーがいないことを保証します。 | D. Apex管理共有トリガー。トリガーが10,000を超えるオブジェクトレコードをクエリしないようにします。","A,B,C","A. カスタムオブジェクトデータ
カスタムオブジェクトが多数のアカウントに関連付けられると、共有計算に負荷がかかります。適切な分散が必要です。

B. 商談データ
商談データが取引先に大量に関連付けられると、共有ルールやロール階層計算が増大し、パフォーマンスが低下します。

C. レコードの所有権
単一ユーザーが10,000以上のレコードを所有すると、共有エントリが膨大になり、計算パフォーマンスが低下します。

D. Apex管理共有トリガー
トリガーの設計問題であり、共有計算ではなくApexガバナ制限の課題です。この設問の主旨に該当しません。A. カスタムオブジェクトデータ。",
,13,Universal Containers (UC)は、顧客コミュニティとディストリビュータ向けのライセンスを備えた顧客コミュニティを実装しました。一部のディストリビューターは、特定のコミュニティユーザー(エージェント)に、同じディストリビューターの他のエージェントによって送信されたケースの閲覧を許可することを要求しました。これらの要件のみをサポートする機能はどれですか?,A. コミュニティ管理者権限を付与するための権限セット | B. 外部ユーザーの代理 | C. パートナー スーパー ユーザー | D. パートナー コミュニティ管理者,C,"A. コミュニティ管理者権限を付与するための権限セット
不正解です。権限セットは個別のユーザーに特定のアクセス権を付与しますが、同じアカウント内のケース共有要件を満たすことはできません。

B. 外部ユーザーの代理
不正解です。外部ユーザーの代理は別ユーザーとしてログインする機能ですが、他のユーザーのケースを直接閲覧する仕組みには対応していません。

C. パートナー スーパー ユーザー
正解です。同じアカウントに関連付けられた他のエージェントのケースや商談を閲覧できるようにするため、この要件に合致します。

D. パートナー コミュニティ管理者
不正解です。パートナー コミュニティ管理者は、コミュニティ全体を管理するための役割であり、特定のケース共有要件を満たすものではありません。",
,14,Mary は、役割階層におけるジョーのマネージャーです。カスタム Invoice オブジェクトの OWD は Public ReadOnly であり、Mary のプロファイルには Invoice オブジェクトの読み取り権限が付与されていません。メアリーはジョーの請求書記録に対してどのようなアクションを取ることができますか?,A. 読み取り/書き込み | B. 編集のみ | C. なし | D. 表示のみ,C,"A. 読み取り/書き込み
不正解です。MaryのプロファイルにInvoiceオブジェクトの読み取り権限がないため、役割階層やOWDの設定に関係なく、レコードへのアクセスはできません。

B. 編集のみ
不正解です。編集は読み取り権限が前提条件として必要です。Maryのプロファイルには読み取り権限がないため、編集も不可能です。

C. なし
正解です。MaryのプロファイルにInvoiceオブジェクトの読み取り権限がないため、役割階層やOWDにかかわらず、レコードへのアクセスはできません。

D. 表示のみ
不正解です。OWDがPublic ReadOnlyでも、Maryのプロファイルに読み取り権限がないため、データを表示することはできません。",
,15,Universal Containers は、ハイボリューム コミュニティユーザーのコミュニティを実装しています。コミュニティユーザーは、自分のアカウントまたは連絡先レコードに関連付けられたレコードを表示できる必要があります。アーキテクトは、共有セットを使用してレコードへのアクセスを提供することを計画しています。共有セットを設定する場合、特定のオブジェクトが使用可能なオブジェクトのリストに表示されません。オブジェクトが共有セット内の使用可能なオブジェクトのリストから除外される理由を説明する2つの理由はどれですか?,A. オブジェクトはカスタム オブジェクトであるため、共有セットでは使用できません。 | B. オブジェクトの組織全体の共有設定はパブリック読み取り/書き込みに設定されています。 | C. オブジェクトの組織全体の共有設定はプライベートに設定されています。 | D. カスタム オブジェクトには、アカウントまたは連絡先へのルックアップがありません。,"B,D","A. オブジェクトはカスタム オブジェクトであるため、共有セットでは使用できません。
不正解です。共有セットはカスタムオブジェクトでも使用可能です。ただし、アカウントまたは連絡先へのルックアップが必要です。

B. オブジェクトの組織全体の共有設定はパブリック読み取り/書き込みに設定されています。
正解です。すべてのユーザーがデータにアクセス可能なため、共有セットの対象になりません。

C. オブジェクトの組織全体の共有設定はプライベートに設定されています。
不正解です。プライベート設定は共有セットで使用可能です。

D. カスタム オブジェクトには、アカウントまたは連絡先へのルックアップがありません。
正解です。共有セットにはアカウントまたは連絡先へのルックアップが必要です。",
,16,Universal Containers は、製品パンフレットを Salesforceにファイルとして保存します。サラは、会議中に潜在的な顧客と製品パンフレットの公開ユニットを共有します。彼女は、会議後に彼らがファイルにアクセスできないようにしたいと考えています。サラはこれをどのように達成すべきでしょうか?,A. ファイルの名前を変更します。 | B. パブリックリンクを削除します。 | C. ファイルを削除します。 | D. ファイルを別のフォルダーに移動します,B,"A. ファイルの名前を変更します
不正解です。ファイル名の変更は、そのファイルの共有設定やパブリックリンクへのアクセス権に影響を与えません。

B. パブリックリンクを削除します
正解です。
パブリックリンクを削除することで、該当リンク経由でのアクセスを無効にできます。この方法が設問の要件を最も効率的に満たします。

C. ファイルを削除します
不正解です。ファイル削除は確実にアクセスを制限できますが、ファイルそのものが失われるため、適切な解決策とは言えません。

D. ファイルを別のフォルダーに移動します
不正解です。フォルダーの移動は共有権限に影響を与える可能性はありますが、確実にアクセスを制限できるわけではありません。",
,17,"Universal Containers では、通常、アカウントと連絡先はすべての従業員に表示され、提案
(カスタム オブジェクト)はアカウント所有者とマネージャーに表示されます。ただし、一部の提案は機密とみなされ、戦略的提案チームによって管理されます。これらの提案は、オーナーと戦略チーム以外の営業グループの誰にも表示されるべきではありません。アーキテクトはこの要件をどのように設計すべきでしょうか?",A. プロポーザル所有者を戦略的取引チームキューに設定し、アカウント関係をマスター/詳細に設定します。 | B.階層を使用したアクセス権の付与を無効にし、戦略的取引チームの所有者ベースの共有ルー | ルを設定します。 | C.プロポーザル所有者を戦略的取引チームのキューに設定し、所有者ベースの共有ルールを作 | 成して、アカウント所有者に表示を許可します。 | D.階層を使用したアクセス権の付与を無効にし、戦略的取引チームの基準ベースの共有ルール | を設定します。,D,"A. プロポーザル所有者を戦略的取引チームキューに設定し、アカウント関係をマスター/詳細に設定します。
不正解です。マスター/詳細関係では、子オブジェクト（提案）のアクセスが親オブジェクト（アカウント）と連動します。この場合、アカウントへのアクセス権が広いため、機密性を保つことができません。

B. 階層を使用したアクセス権の付与を無効にし、戦略的取引チームの所有者ベースの共有ルールを設定します。
不正解です。所有者ベースの共有ルールは、オブジェクト所有者に基づきますが、機密提案は「特定条件」を基準に管理する必要があります。基準ベースの共有ルールが適切です。

C. プロポーザル所有者を戦略的取引チームのキューに設定し、所有者ベースの共有ルールを作成して、アカウント所有者に表示を許可します。
不正解です。所有者ベースの共有ルールを使用しても、アカウント所有者に提案が共有されてしまい、要件を満たしません。

D. 階層を使用したアクセス権の付与を無効にし、戦略的取引チームの基準ベースの共有ルールを設定します。
正解です。基準ベースの共有ルールを活用し、「機密提案」のみを戦略的提案チームに共有することで、機密性を確保できます。また、階層ベースのアクセスを無効化することで、不要なアクセスを防ぎます。",
,18,"Universal Containers
には、組織全体のデフォルトのセキュリティ設定がプライベートであるカスタム
オブジェクト Employee Reviewがあります。レビュー担当者がレビューを実行するように割り当てられると、従業員レビュー オブジェクトのユーザールックアップが設定されます。このユーザーが所有者ではない場合、どのようにしてレコードへの編集アクセス権を付与できますか?",A.ユーザー検索が設定されると、ユーザーにはレコードへのアクセスが自動的に許可されます。 | B. 従業員レビュー レコードをルックアップ フィールドでユーザーと共有するワークフロールールを作成します。 | C. Apexトリガを作成し、アクセスレベルが編集の従業員レビュー共有レコードを挿入します。 | D. 基準に基づいた共有ルールを作成して、ルックアップフィールドでユーザーとレコードを共有します。,D,"A. ユーザー検索が設定されると、ユーザーにはレコードへのアクセスが自動的に許可されます。
不正解です。
ルックアップフィールドを設定しても、デフォルトではアクセス権が付与されません。共有ルールなどの設定が別途必要です。

B. 従業員レビュー レコードをルックアップ フィールドでユーザーと共有するワークフロールールを作成します。
不正解です。ワークフロールールではレコードの共有やアクセス権の変更は行えません。

C. Apexトリガを作成し、アクセスレベルが編集の従業員レビュー共有レコードを挿入します。
不正解です。プログラムで解決は可能ですが、標準機能で解決可能な場合、Apexの利用は推奨されません。

D. 基準に基づいた共有ルールを作成して、ルックアップフィールドでユーザーとレコードを共有します。
正解です。Salesforceの共有ルールを使用すると、ルックアップフィールドで特定のユーザーとレコードを共有する設定が可能です。",
,19,コーポレートアイデンティティおよびアクセスチームは、Salesforceでのユーザー設定を監査する必要があります。このチームが監査を実行できるようにするには、どの 2つの権限をこのチームに付与する必要がありますか?2 つの答えを選択してください,A. ユーザー オブジェクトに対する表示権限 | B. セットアップと構成を表示する | C. すべてのユーザーを表示 | D. すべてのデータを表示,"B,C","A. ユーザーオブジェクトに対する表示権限
不正解です。この権限は個々のユーザー情報にアクセスできますが、全体的な監査には不十分です。

B. セットアップと構成を表示する
正解です。この権限は、管理者がSalesforceの設定情報やシステム全体の構成を監査できるようにするための基本的な権限です。設定変更の確認や監査には必須といえます。

C. すべてのユーザーを表示
正解です。この権限は、Salesforce組織内のすべてのユーザーを確認できるようにするものです。ユーザー設定の監査では、すべてのユーザーの情報へのアクセスが必要です。

D. すべてのデータを表示
不正解です。この権限は、監査範囲を超えてデータ全体にアクセスを許可するものであり、ユーザー設定監査には不要です。",
,20,Universal Containers の商用および消費者サポート部門にとって、やり取りを行うコンタクトのアクティビティにアクセスできることは重要です。商用サポート ユーザーには個人向けアカウント/連絡先が表示されず、個人向けサポート ユーザーには商用アカウント/連絡先が表示されません。アクティビティの組織全体のデフォルトが「親によって制御」に設定されていると仮定すると、サポートユーザーが関連するアクティビティを表示するためにアカウント/連絡先に対して必要な共有アクセスの最小レベルは何ですか？,A. プライベート（公開読み取り/書き込み） | B. プライベート（プライベートアクセスのみ） | C. アカウント/連絡先へのアクセスは不要 | D. プライベート（公開読み取り専用）,D,"A. プライベート（公開読み取り/書き込み）
不正解です。書き込み権限は設問の要件として明示されていないため、不要です。読み取り専用で十分に要件を満たします。

B. プライベート（プライベートアクセスのみ）
不正解です。プライベート設定では、他部門のユーザーがアカウント/連絡先にアクセスできないため、関連するアクティビティも表示できません。

C. アカウント/連絡先へのアクセスは不要
不正解です。「親によって制御」設定では、アカウント/連絡先にアクセス権を持たない場合、関連するアクティビティへのアクセスもできません。

D. プライベート（公開読み取り専用）
正解です。公開読み取り専用アクセスにより、ユーザーが関連するアクティビティを表示でき、書き込み権限も不要で最小限の権限設定が実現できます。",
,21,"カスタム請求書オブジェクトが、アカウントとのマスター/詳細関係で作成されています。売掛金 (AR) チームは、ARユーザーが所有していない、またはアカウントの記録にアクセスできない請求書にアクセスする必要があります。アカウント OWD はプライベートに設定されています。AR チームは、リストビュー、レポート、グローバル検索で請求書を見つけることができません。アーキテクトはトラブルシューティングを手伝ってほしいと頼まれました。
AR チームのメンバーが請求書を閲覧できない原因は何でしょうか?",A. 請求書を AR チームに共有するための共有ルールがありません。 | B. AR チーム プロファイルに請求書ページ レイアウトを割り当てる必要があります。 | C. AR チームにアカウントを共有するための共有ルールがありません。 | D. 売掛金勘定プロファイルには、請求書オブジェクトに対する読み取り権限がありません。,C,"A. 請求書を AR チームに共有するための共有ルールがありません。
不正解です。マスター/詳細関係では、詳細オブジェクトの共有はマスターオブジェクトに従います。したがって、請求書単独の共有ルールは不要です。

B. AR チーム プロファイルに請求書ページ レイアウトを割り当てる必要があります。
不正解です。ページレイアウトの設定はUI上の表示に影響しますが、リストビューやレポートへの表示制御には関係ありません。

C. AR チームにアカウントを共有するための共有ルールがありません。
正解です。アカウントを共有するための共有ルールが欠如しているため、アカウントと関連する請求書にアクセスできません。

D. 売掛金勘定プロファイルには、請求書オブジェクトに対する読み取り権限がありません。
不正解です。プロファイル権限が原因の場合、レポートにアクセスできないことの説明にはならず、本件の主要因ではありません。",
,22,Universal Containers のサポート担当者である Jane は、過去 7 日間に作成されたすべての未解決のケースを表示するレポートを作成し、そのレポートを「プライベート レポート」フォルダーに保存しました。レポートを表示および実行できるのは誰ですか?,A. レポート所有者および「My Private Reports」フォルダーへのアクセスを許可されたユーザー | B. レポート所有者と、そのレポート所有者より上位のロール階層内のすべてのユーザー | C. レポートの所有者 | D. レポート所有者および「すべてのデータの表示」権限を持つユーザー,C,"A. レポート所有者および「My Private Reports」フォルダーへのアクセスを許可されたユーザー
不正解です。「My Private Reports」フォルダーはプライベートであり、他のユーザーにアクセスを許可する機能はありません。そのため、レポート所有者以外がフォルダーにアクセスすることはできません。

B. レポート所有者と、そのレポート所有者より上位のロール階層内のすべてのユーザー
不正解です。ロール階層のアクセス権は、オブジェクトやレコードに基づくものであり、「My Private Reports」フォルダー内のレポートには適用されません。レポートの表示権限は所有者に限定されます。

C. レポートの所有者
正解です。「プライベート レポート」フォルダー内に保存されたレポートは、所有者だけがアクセスできます。このフォルダーの内容は、他のユーザーと共有されません。

D. レポート所有者および「すべてのデータの表示」権限を持つユーザー
不正解です。「すべてのデータの表示」権限はオブジェクトデータに適用されますが、レポートが保存されているフォルダーのプライベート設定を無効化することはできません。",
